Expte_Nº,Expte_Departamento,Trámite,Fecha Inicio,N Registro,Año
15090/2015/GEN,Negociat Benestar Social,SSCB-018 INFORME PERCEPCIÓN AYUDAS ECONÓMICAS O PRESTACIONES SOCIALES,21-dic-15,2015041156,2015
15091/2015/GEN,Negociat Benestar Social,SSCB-016.Bis RECONOCIMIENTO DE LA SITUACIÓN DE DEPENDENCIA Y DEL DERECHO A LAS PRESTACIONES DEL SISTEMA,21-dic-15,2015041279,2015
15092/2015/GEN,Negociat Benestar Social,SSCB-016.Bis RECONOCIMIENTO DE LA SITUACIÓN DE DEPENDENCIA Y DEL DERECHO A LAS PRESTACIONES DEL SISTEMA,21-dic-15,2015041277,2015
15093/2015/GEN,Unitat Òrgan de Suport a Junta de Govern i Regidor Secretari,UORJ-001 CELEBRACIÓN DE BODA,21-dic-15,2015041303,2015
15094/2015/GEN,Departament de la Dona,EDUC-008 Concesión subvención y justificación de la 'Ajuda bebé',21-dic-15,2015041302,2015
15095/2015/GEN,Unitat de Comptabilitat,INTEI-016 Nómina,21-dic-15,-,2015
15096/2015/GEN,Departament de la Dona,DONA-003 Ayuda económica para mujeres solas con hijos a su cargo,21-dic-15,-,2015
15097/2015/GEN,Departament de la Dona,EDUC-008 Concesión subvención y justificación de la `Ajuda bebé`,21-dic-15,-,2015
15098/2015/GEN,Negociat Benestar Social,SSCB-016 RECONOCIMIENTO DE LA SITUACIÓN DE DEPENDENCIA Y DEL DERECHO A LAS PRESTACIONES DEL SISTEMA,21-dic-15,-,2015
15099/2015/GEN,Servici de Personal,INSTÀNCIA GENERAL,21-dic-15,2015041282,2015
15100/2015/GEN,Negociat Benestar Social,SSCB-015 Prestaciones económicas individualizadas,21-dic-15,-,2015
15101/2015/GEN,Unitat Administrativa de Llicencies,URBA-104 Cambio de titular de actividades,21-dic-15,2015040999,2015
15102/2015/GEN,Tresoreria,Tresoreria_Procés general-Alcaldia,21-dic-15,-,2015
15103/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",Proccés General - Mercats,21-dic-15,2015041242,2015
15104/2015/GEN,Departament de la Dona,DONA-003 Ayuda económica para mujeres solas con hijos a su cargo,21-dic-15,-,2015
15105/2015/GEN,Unitat Administrativa de Llicencies,URBA-105 Declaración responsable de 2ª y ulteriores ocupaciones,21-dic-15,2015041013,2015
15106/2015/GEN,Negociat Benestar Social,SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA,21-dic-15,-,2015
15107/2015/GEN,Unitat de Comptabilitat,INTEI-015 Aprobación de facturas,21-dic-15,-,2015
15108/2015/GEN,Unitat Administrativa de Llicencies,URBA-136 Declaració responsable ambiental,21-dic-15,2015041131,2015
15109/2015/GEN,Unitat Administrativa de Llicencies,URBA-135 Informe urbanístico municipal de Actividad,21-dic-15,2015041122,2015
15110/2015/GEN,Unitat Administrativa de Llicencies,URBA-135 Informe urbanístico municipal de Actividad,21-dic-15,2015041249,2015
15111/2015/GEN,Unitat Administrativa de Llicencies,URBA-105 Declaración responsable de 2ª y ulteriores ocupaciones,21-dic-15,2015040986,2015
15112/2015/GEN,Unitat Administrativa de Llicencies,URBA-105 Declaración responsable de 2ª y ulteriores ocupaciones,21-dic-15,2015041155,2015
15113/2015/GEN,Unitat Administrativa de Llicencies,URBA-115 Licencia urbanística de edificación (Obra mayor),21-dic-15,2015041317,2015
15114/2015/GEN,Unitat Tributs No Periodics,"TESO-046 Beneficios fiscales en el impuesto sobre construcciones, instalaciones y obras (ICIO)",21-dic-15,2015041121,2015
15115/2015/GEN,Servici de Personal,RRHHI-007 Anticipos de nómina,22-dic-15,2015040670,2015
15116/2015/GEN,Negociat Benestar Social,SSCB-016 RECONOCIMIENTO DE LA SITUACIÓN DE DEPENDENCIA Y DEL DERECHO A LAS PRESTACIONES DEL SISTEMA,22-dic-15,-,2015
15117/2015/GEN,Negociat Benestar Social,SSCB-016 RECONOCIMIENTO DE LA SITUACIÓN DE DEPENDENCIA Y DEL DERECHO A LAS PRESTACIONES DEL SISTEMA,22-dic-15,-,2015
15118/2015/GEN,Unitat de Comptabilitat,INTEI-015 Aprobación de facturas,22-dic-15,-,2015
15119/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",MOVI-005 OCUPACIÓN DE LA VÍA PÚBLICA,22-dic-15,2015041311,2015
15120/2015/GEN,Servici de Personal,Procés General - RRHH,22-dic-15,-,2015
15121/2015/GEN,Festes i Entitats populars,FEST-001 AUTORIZACIÓN DE EVENTOS DE FIESTAS Y ENTIDADES POPULARES,22-dic-15,2015041275,2015
15122/2015/GEN,Festes i Entitats populars,FEST-001 AUTORIZACIÓN DE EVENTOS DE FIESTAS Y ENTIDADES POPULARES,22-dic-15,2015041318,2015
15123/2015/GEN,Secció Medi Ambient,MEDI-011 CONTROL PARÁMETROS AMBIENTALES,22-dic-15,2015041346,2015
15124/2015/GEN,Departament de la Dona,DONA-003 Ayuda económica para mujeres solas con hijos a su cargo,22-dic-15,2015039325,2015
15125/2015/GEN,Negociat Benestar Social,SSCB-016 RECONOCIMIENTO DE LA SITUACIÓN DE DEPENDENCIA Y DEL DERECHO A LAS PRESTACIONES DEL SISTEMA,22-dic-15,2015041011,2015
15126/2015/GEN,Departament de la Dona,DONA-003 Ayuda económica para mujeres solas con hijos a su cargo,22-dic-15,2015039342,2015
15127/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",MOVI-005 OCUPACIÓN DE LA VÍA PÚBLICA,22-dic-15,2015041391,2015
15128/2015/GEN,Departament de la Dona,DONA-003 Ayuda económica para mujeres solas con hijos a su cargo,22-dic-15,2015039398,2015
15129/2015/GEN,Festes i Entitats populars,FEST-001 AUTORIZACIÓN DE EVENTOS DE FIESTAS Y ENTIDADES POPULARES,22-dic-15,2015041228,2015
15130/2015/GEN,Secció Medi Ambient,MEDI-011 CONTROL PARÁMETROS AMBIENTALES,22-dic-15,2015041348,2015
15131/2015/GEN,Departament de la Dona,DONA-003 Ayuda económica para mujeres solas con hijos a su cargo,22-dic-15,2015039442,2015
15132/2015/GEN,Negociat Benestar Social,SSCB-016 RECONOCIMIENTO DE LA SITUACIÓN DE DEPENDENCIA Y DEL DERECHO A LAS PRESTACIONES DEL SISTEMA,22-dic-15,2015041182,2015
15133/2015/GEN,Departament de la Dona,DONA-003 Ayuda económica para mujeres solas con hijos a su cargo,22-dic-15,2015039452,2015
15134/2015/GEN,Departament de la Dona,DONA-003 Ayuda económica para mujeres solas con hijos a su cargo,22-dic-15,2015039460,2015
15135/2015/GEN,Departament de la Dona,DONA-003 Ayuda económica para mujeres solas con hijos a su cargo,22-dic-15,2015039480,2015
15136/2015/GEN,"Unitat Relacions Laborals, nòmines i Seguretat Social",RRHH-008 Trabajos en beneficio de la comunidad,22-dic-15,-,2015
15137/2015/GEN,Negociat Benestar Social,SSCB-016 RECONOCIMIENTO DE LA SITUACIÓN DE DEPENDENCIA Y DEL DERECHO A LAS PRESTACIONES DEL SISTEMA,22-dic-15,2015041389,2015
15138/2015/GEN,Departament de la Dona,DONA-003 Ayuda económica para mujeres solas con hijos a su cargo,22-dic-15,2015039487,2015
15139/2015/GEN,Servici de Personal,RRHHI-013 Vacaciones,22-dic-15,2015041074,2015
15140/2015/GEN,Secció Àrea Técnica. Benestar Social,SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA,22-dic-15,2015040569,2015
15141/2015/GEN,Unitat de Comptabilitat,INTEI-015 Aprobación de facturas,22-dic-15,-,2015
15142/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",MOVI-005 OCUPACIÓN DE LA VÍA PÚBLICA,22-dic-15,2015041393,2015
15143/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",MOVI-005 OCUPACIÓN DE LA VÍA PÚBLICA,22-dic-15,2015041377,2015
15144/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",MOVI-006 SEÑALIZACIÓN DE ESPACIOS EN LA VÍA PÚBLICA PARA DISCAPACITADOS,22-dic-15,2015041301,2015
15145/2015/GEN,Servici de Contratació i Compres,CONT-006 Contrato de Servicios,22-dic-15,-,2015
15146/2015/GEN,Unitat Òrgan de Suport a Junta de Govern i Regidor Secretari,UORJI-011 Seguros,22-dic-15,-,2015
15147/2015/GEN,Unitat administrativa area urbanisme,URBA-113 Fijación de líneas y rasantes,22-dic-15,2015041342,2015
15148/2015/GEN,Oficina pressupostària,OPREI-001 Presupuesto y modificaciones,22-dic-15,-,2015
15149/2015/GEN,Unitat Administrativa de Llicencies,URBA-102 Obras sujetas a declaración responsable,22-dic-15,2015041326,2015
15150/2015/GEN,Festes i Entitats populars,FEST-001 AUTORIZACIÓN DE EVENTOS DE FIESTAS Y ENTIDADES POPULARES,22-dic-15,2015036475,2015
15151/2015/GEN,Departament de la Dona,EDUC-008 Concesión subvención y justificación de la 'Ajuda bebé',22-dic-15,2015041325,2015
15152/2015/GEN,Unitat Administrativa de Llicencies,URBA-102 Obras sujetas a declaración responsable,22-dic-15,2015041360,2015
15153/2015/GEN,Departament de la Dona,EDUC-008 Concesión subvención y justificación de la 'Ajuda bebé',22-dic-15,2015041482,2015
15154/2015/GEN,Departament de la Dona,EDUC-008 Concesión subvención y justificación de la 'Ajuda bebé',22-dic-15,2015041386,2015
15155/2015/GEN,Departament de la Dona,EDUC-008 Concesión subvención y justificación de la 'Ajuda bebé',22-dic-15,2015041390,2015
15156/2015/GEN,Unitat de Comptabilitat,INTEI-015 Aprobación de facturas,22-dic-15,-,2015
15157/2015/GEN,Festes i Entitats populars,FEST-001 AUTORIZACIÓN DE EVENTOS DE FIESTAS Y ENTIDADES POPULARES,22-dic-15,2015036744,2015
15158/2015/GEN,Unitat de Comptabilitat,INTE-023 Encomiendas y otras aportaciones municipals,22-dic-15,-,2015
15159/2015/GEN,Brigada d'Obres,Procés General - Via pública,22-dic-15,-,2015
15160/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",MOVI-014 Quejas y Sugerencias sobre el servicio de Torrent Bus,22-dic-15,2015034606,2015
15161/2015/GEN,Negociat Benestar Social,SSCB-016 RECONOCIMIENTO DE LA SITUACIÓN DE DEPENDENCIA Y DEL DERECHO A LAS PRESTACIONES DEL SISTEMA,22-dic-15,2015040988,2015
15162/2015/GEN,Unitat administrativa area urbanisme,URBA-114 Autorización para tala de arbolado en parcela privada,22-dic-15,2015041310,2015
15163/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",MOVI-014 Quejas y Sugerencias sobre el servicio de Torrent Bus,22-dic-15,2015034624,2015
15164/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",MOVI-014 Quejas y Sugerencias sobre el servicio de Torrent Bus,22-dic-15,2015033518,2015
15165/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",MOVI-014 Quejas y Sugerencias sobre el servicio de Torrent Bus,22-dic-15,2015040886,2015
15166/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",MOVI-003 SEÑALIZACIÓN VIARIA,22-dic-15,2015037539,2015
15167/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",MOVI-003 SEÑALIZACIÓN VIARIA,22-dic-15,2015038946,2015
15168/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",MOVI-005 OCUPACIÓN DE LA VÍA PÚBLICA,22-dic-15,2015040895,2015
15169/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",MOVI-003 SEÑALIZACIÓN VIARIA,22-dic-15,2015034964,2015
15170/2015/GEN,Unitat Tributs No Periodics,TESO-016 PRÓRROGA PARA LA PRESENTACION DE LA DECLARACION DEL IIVTNU,22-dic-15,2015038665,2015
15171/2015/GEN,Unitat Tributs No Periodics,TESO-016 PRÓRROGA PARA LA PRESENTACION DE LA DECLARACION DEL IIVTNU,22-dic-15,2015039560,2015
15172/2015/GEN,Unitat Tributs No Periodics,TESO-016 PRÓRROGA PARA LA PRESENTACION DE LA DECLARACION DEL IIVTNU,22-dic-15,2015039658,2015
15173/2015/GEN,Unitat Tributs No Periodics,TESO-016 PRÓRROGA PARA LA PRESENTACION DE LA DECLARACION DEL IIVTNU,22-dic-15,2015040474,2015
15174/2015/GEN,Unitat Tributs No Periodics,TESO-016 PRÓRROGA PARA LA PRESENTACION DE LA DECLARACION DEL IIVTNU,22-dic-15,2015040547,2015
15175/2015/GEN,Unitat Tributs No Periodics,TESO-016 PRÓRROGA PARA LA PRESENTACION DE LA DECLARACION DEL IIVTNU,22-dic-15,2015040620,2015
15176/2015/GEN,Departament de la Dona,EDUC-008 Concesión subvención y justificación de la `Ajuda bebé`,23-dic-15,-,2015
15177/2015/GEN,Negociat Benestar Social,SSCB-016 RECONOCIMIENTO DE LA SITUACIÓN DE DEPENDENCIA Y DEL DERECHO A LAS PRESTACIONES DEL SISTEMA,23-dic-15,-,2015
15178/2015/GEN,Servici de Personal,RRHH-009 Licencias retribuidas,23-dic-15,2015040497,2015
15179/2015/GEN,Unitat Tributs No Periodics,TESO-016 PRÓRROGA PARA LA PRESENTACION DE LA DECLARACION DEL IIVTNU,23-dic-15,2015034724,2015
15180/2015/GEN,Oficina pressupostària,OPREI-001 Presupuesto y modificaciones,23-dic-15,-,2015
15181/2015/GEN,Secció Medi Ambient,MEDII-012 Programes Ambientals,23-dic-15,-,2015
15182/2015/GEN,Servici de Personal,Proces General - RRHH,23-dic-15,2015041553,2015
15183/2015/GEN,Unitat administrativa area urbanisme,Trámit General-Seccio Obres,23-dic-15,2015041322,2015
15184/2015/GEN,Unitat de Comptabilitat,INTE-023 Encomiendas y otras aportaciones municipals,23-dic-15,-,2015
15185/2015/GEN,Negociat Benestar Social,SSCB-016 RECONOCIMIENTO DE LA SITUACIÓN DE DEPENDENCIA Y DEL DERECHO A LAS PRESTACIONES DEL SISTEMA,23-dic-15,2015041525,2015
15186/2015/GEN,Negociat Benestar Social,SSCB-005 PROGRAMA MENJAR A CASA,23-dic-15,2015041487,2015
15187/2015/GEN,Unitat Administrativa de Llicencies,URBA-130 Licencia de obras de vallado,23-dic-15,2015041485,2015
15188/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",INSTÀNCIA GENERAL,23-dic-15,2015040995,2015
15189/2015/GEN,Negociat Benestar Social,SSCB-016 RECONOCIMIENTO DE LA SITUACIÓN DE DEPENDENCIA Y DEL DERECHO A LAS PRESTACIONES DEL SISTEMA,23-dic-15,-,2015
15190/2015/GEN,Unitat de Comptabilitat,INTEI-015 Aprobación de facturas,23-dic-15,-,2015
15191/2015/GEN,Oficina pressupostària,OPREI-001 Presupuesto y modificaciones,23-dic-15,-,2015
15192/2015/GEN,Negociat Benestar Social,SSCB-016 RECONOCIMIENTO DE LA SITUACIÓN DE DEPENDENCIA Y DEL DERECHO A LAS PRESTACIONES DEL SISTEMA,23-dic-15,2015041140,2015
15193/2015/GEN,Unitat Administrativa de Llicencies,URBA-130 Licencia de obras de vallado,23-dic-15,2015041594,2015
15194/2015/GEN,Negociat Benestar Social,Procés General -BS,23-dic-15,-,2015
15195/2015/GEN,Unitat de Comptabilitat,INTEI-015 Aprobación de facturas,23-dic-15,-,2015
15196/2015/GEN,Negociat Benestar Social,SSCB-016 RECONOCIMIENTO DE LA SITUACIÓN DE DEPENDENCIA Y DEL DERECHO A LAS PRESTACIONES DEL SISTEMA,23-dic-15,2015041422,2015
15197/2015/GEN,Servici de Personal,Procés General - RRHH,23-dic-15,2015039505,2015
15198/2015/GEN,Negociat Benestar Social,SSCB-016 RECONOCIMIENTO DE LA SITUACIÓN DE DEPENDENCIA Y DEL DERECHO A LAS PRESTACIONES DEL SISTEMA,23-dic-15,2015040121,2015
15199/2015/GEN,Unitat de Comptabilitat,INTEI-015 Aprobación de facturas,23-dic-15,-,2015
15200/2015/GEN,Unitat administrativa area urbanisme,Procés General - Urbanisme,23-dic-15,2015041192,2015
15201/2015/GEN,Unitat dEstadistica,Procès General - Estadistica,23-dic-15,2015041256,2015
15202/2015/GEN,Servici de Personal,RRHHI-017 Retribuciones,23-dic-15,-,2015
15203/2015/GEN,Secció Àrea Técnica. Benestar Social,SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA,23-dic-15,2015040488,2015
15204/2015/GEN,Unitat administrativa area urbanisme,Trámit General-Seccio Obres,23-dic-15,2015040199,2015
15205/2015/GEN,Secció Àrea Técnica. Benestar Social,SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA,23-dic-15,2015040515,2015
15206/2015/GEN,Negociat Benestar Social,SSCB-016 RECONOCIMIENTO DE LA SITUACIÓN DE DEPENDENCIA Y DEL DERECHO A LAS PRESTACIONES DEL SISTEMA,23-dic-15,2015040146,2015
15207/2015/GEN,Secció Àrea Técnica. Benestar Social,SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA,23-dic-15,2015040525,2015
15208/2015/GEN,Negociat Benestar Social,SSCB-021 PLAZA PÚBLICA DE RESIDENCIA DE TERCERA EDAD,23-dic-15,2015040148,2015
15209/2015/GEN,Secció Medi Ambient,MEDI-004 PRESTACIÓN DE SERVICIOS Y/O INSTALACIÓN DE ELEMENTOS URBANOS,23-dic-15,2015041284,2015
15210/2015/GEN,Secció Medi Ambient,MEDI-004 PRESTACIÓN DE SERVICIOS Y/O INSTALACIÓN DE ELEMENTOS URBANOS,23-dic-15,2015041425,2015
15211/2015/GEN,Unitat Administrativa de Llicencies,URBA-102 Obras sujetas a declaración responsable,23-dic-15,2015041677,2015
15212/2015/GEN,Unitat administrativa area urbanisme,Trámit General-Seccio Obres,23-dic-15,2015038950,2015
15213/2015/GEN,Unitat administrativa area urbanisme,Trámit General-Seccio Obres,23-dic-15,2015038797,2015
15214/2015/GEN,Unitat administrativa area urbanisme,URBA-131 Licencia obras para canalizaciones (obras e instalaciones que afecten al subsuelo),23-dic-15,2015041490,2015
15215/2015/GEN,Unitat administrativa area urbanisme,URBA-131 Licencia obras para canalizaciones (obras e instalaciones que afecten al subsuelo),23-dic-15,2015041491,2015
15216/2015/GEN,Unitat administrativa area urbanisme,URBA-131 Licencia obras para canalizaciones (obras e instalaciones que afecten al subsuelo),23-dic-15,2015041496,2015
15217/2015/GEN,Unitat administrativa area urbanisme,URBA-131 Licencia obras para canalizaciones (obras e instalaciones que afecten al subsuelo),23-dic-15,2015041493,2015
15218/2015/GEN,Unitat Administrativa de Llicencies,URBA-105 Declaración responsable de 2ª y ulteriores ocupaciones,28-dic-15,2015041259,2015
15219/2015/GEN,Unitat Gestió de Personal,Proces General - RRHH,28-dic-15,2015039957,2015
15220/2015/GEN,Servici de Personal,RRHHI-019 Autorización y abono,28-dic-15,-,2015
15221/2015/GEN,Unitat Gestió de Personal,Proces General - RRHH,28-dic-15,2015041380,2015
15222/2015/GEN,Unitat Tributs Periodics,Procés General - Hisenda,28-dic-15,-,2015
15223/2015/GEN,Unitat dEstadistica,INSTÀNCIA GENERAL,28-dic-15,2015041021,2015
15224/2015/GEN,Unitat de Comptabilitat,INTEI-015 Aprobación de facturas,28-dic-15,-,2015
15225/2015/GEN,Unitat d'Educació,Proceso General,28-dic-15,-,2015
15226/2015/GEN,Unitat de Comptabilitat,INTEI-015 Aprobación de facturas,28-dic-15,-,2015
15227/2015/GEN,Unitat Tributs No Periodics,"TESO-041 BENEFICIO FISCAL POR 'MORTIS CAUSA' EN LA DECLARACIÓN DEL IIVTNU, EN LA VIVIENDA HABITUAL",28-dic-15,2015040993,2015
15228/2015/GEN,Negociat Benestar Social,SSCB-015 Prestaciones económicas individualizadas,28-dic-15,-,2015
15229/2015/GEN,Servici de Personal,RRHHI-010 Permisos,28-dic-15,2015041627,2015
15230/2015/GEN,Unitat Tributs No Periodics,"TESO-041 BENEFICIO FISCAL POR 'MORTIS CAUSA' EN LA DECLARACIÓN DEL IIVTNU, EN LA VIVIENDA HABITUAL",28-dic-15,2015041119,2015
15231/2015/GEN,Unitat Tributs No Periodics,"TESO-041 BENEFICIO FISCAL POR 'MORTIS CAUSA' EN LA DECLARACIÓN DEL IIVTNU, EN LA VIVIENDA HABITUAL",28-dic-15,2015041353,2015
15232/2015/GEN,Servici de Personal,RRHHI-010 Permisos,28-dic-15,2015040483,2015
15233/2015/GEN,Servici de Personal,RRHHI-010 Permisos,28-dic-15,2015041684,2015
15234/2015/GEN,Negociat Benestar Social,SSCB-016 RECONOCIMIENTO DE LA SITUACIÓN DE DEPENDENCIA Y DEL DERECHO A LAS PRESTACIONES DEL SISTEMA,28-dic-15,2015041661,2015
15235/2015/GEN,Negociat Benestar Social,SSCB-016 RECONOCIMIENTO DE LA SITUACIÓN DE DEPENDENCIA Y DEL DERECHO A LAS PRESTACIONES DEL SISTEMA,28-dic-15,2015041660,2015
15236/2015/GEN,Unitat Administrativa Gestió Urbanística,URBA-070 Informe sobre cuotas de urbanización,28-dic-15,2015041058,2015
15237/2015/GEN,Negociat Benestar Social,SSCB-016 RECONOCIMIENTO DE LA SITUACIÓN DE DEPENDENCIA Y DEL DERECHO A LAS PRESTACIONES DEL SISTEMA,28-dic-15,2015041670,2015
15238/2015/GEN,Servici de Personal,RRHHI-010 Permisos,28-dic-15,2015041719,2015
15239/2015/GEN,Negociat Benestar Social,SSCB-016 RECONOCIMIENTO DE LA SITUACIÓN DE DEPENDENCIA Y DEL DERECHO A LAS PRESTACIONES DEL SISTEMA,28-dic-15,2015041309,2015
15240/2015/GEN,Unitat de Comptabilitat,INTEI-015 Aprobación de facturas,28-dic-15,-,2015
15241/2015/GEN,Lletrat,PATR-001 RECLAMACIÓN DE DAÑOS POR RESPONSABILIDAD PATRIMONIAL,29-dic-15,2015041732,2015
15242/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",MOVI-005 OCUPACIÓN DE LA VÍA PÚBLICA,29-dic-15,2015041792,2015
15243/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",MOVI-005 OCUPACIÓN DE LA VÍA PÚBLICA,29-dic-15,2015041790,2015
15244/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",MOVI-005 OCUPACIÓN DE LA VÍA PÚBLICA,29-dic-15,2015041409,2015
15245/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",MOVI-005 OCUPACIÓN DE LA VÍA PÚBLICA,29-dic-15,2015041466,2015
15246/2015/GEN,Unitat Administrativa de Llicencies,URBA-105 Declaración responsable de 2ª y ulteriores ocupaciones,29-dic-15,2015041269,2015
15247/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",PROCESO GENERAL MOVILIDAD,29-dic-15,2015039363,2015
15248/2015/GEN,Unitat Administrativa de Llicencies,URBA-105 Declaración responsable de 2ª y ulteriores ocupaciones,29-dic-15,2015041287,2015
15249/2015/GEN,Divisió Tecnicoadministrativa i Documental de la Policia,POLC-010 CERTIFICADO DE NO ACTIVIDAD,29-dic-15,2015041612,2015
15250/2015/GEN,Unitat Administrativa de Llicencies,URBA-105 Declaración responsable de 2ª y ulteriores ocupaciones,29-dic-15,2015041372,2015
15251/2015/GEN,Divisió Tecnicoadministrativa i Documental de la Policia,POLC-010 CERTIFICADO DE NO ACTIVIDAD,29-dic-15,2015041524,2015
15252/2015/GEN,Unitat Administrativa de Llicencies,URBA-105 Declaración responsable de 2ª y ulteriores ocupaciones,29-dic-15,2015041375,2015
15253/2015/GEN,Divisió Tecnicoadministrativa i Documental de la Policia,POLC-010 CERTIFICADO DE NO ACTIVIDAD,29-dic-15,2015040929,2015
