DATA_REFERENCIA,DISTRICTE,BARRI,NACIONALITAT,POBLACIO
2014,DISTRICTE 3,GUADALHORCE                   ,ALTRES PAÏSOS D ÀSIA          ,2
2011,DISTRICTE 4,LA MAURINA                    ,HONGRIA                       ,1
2017,DISTRICTE 4,CA N AURELL                   ,ESLOVÀQUIA                    ,1
2015,DISTRICTE 1,CEMENTIRI VELL                ,FRANÇA                        ,9
2017,DISTRICTE 4,CA N AURELL                   ,"ÍNDIA, L                      ",29
2016,DISTRICTE 5,TORRENT D EN PERE PARRES      ,CUBA                          ,7
2012,DISTRICTE 4,LA MAURINA                    ,XILE                          ,12
2014,DISTRICTE 5,CAN BOADA CASC ANTIC          ,"PERÚ, EL                      ",26
2015,DISTRICTE 3,P.I. CAN PARELLADA            ,ESPANYA                       ,4
2012,DISTRICTE 6,SANT LLORENÇ                  ,NICARAGUA                     ,1
2013,DISTRICTE 3,GUADALHORCE                   ,ITÀLIA                        ,8
2015,DISTRICTE 4,LA COGULLADA                  ,BIELORÚSSIA                   ,1
2011,DISTRICTE 3,CAN PALET II                  ,ALBÀNIA                       ,4
2015,DISTRICTE 6,SANT PERE NORD                ,"GUINEA EQUATORIAL, LA         ",2
2012,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,ÀUSTRIA                       ,2
2011,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,MÈXIC                         ,7
2015,DISTRICTE 4,LA MAURINA                    ,"PARAGUAI, EL                  ",13
2012,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,KENYA                         ,1
2013,DISTRICTE 2,CA N ANGLADA                  ,LITUÀNIA                      ,2
2017,DISTRICTE 3,LES FONTS                     ,XILE                          ,1
2017,DISTRICTE 3,SEGLE XX                      ,"PARAGUAI, EL                  ",11
2015,DISTRICTE 5,SANT PERE                     ,COLÒMBIA                      ,26
2014,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,LETÒNIA                       ,1
2017,DISTRICTE 6,SANT PERE NORD                ,SUÈCIA                        ,3
2016,DISTRICTE 2,CA N ANGLADA                  ,"IRAQ, L                       ",2
2015,DISTRICTE 4,LA COGULLADA                  ,XILE                          ,4
2015,DISTRICTE 6,SANT PERE NORD                ,"PARAGUAI, EL                  ",56
2017,DISTRICTE 4,CA N AURELL                   ,MALTA                         ,1
2012,DISTRICTE 6,SANT PERE NORD                ,"SENEGAL, EL                   ",120
2017,DISTRICTE 4,LES MARTINES                  ,"MARROC, EL                    ",3
2015,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,"MARROC, EL                    ",358
2013,DISTRICTE 1,VALLPARADÍS                   ,PORTUGAL                      ,4
2012,DISTRICTE 6,CAN TUSELL                    ,"PARAGUAI, EL                  ",1
2015,DISTRICTE 4,CAN PALET DE VISTA ALEGRE     ,"PAÏSOS BAIXOS, ELS            ",1
2015,DISTRICTE 4,CA N AURELL                   ,"PANAMÀ, EL                    ",2
2017,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,"PARAGUAI, EL                  ",62
2017,DISTRICTE 5,CAN BOADA DEL PI              ,"GUINEA BISSAU, LA             ",2
2014,DISTRICTE 1,CENTRE                        ,ESLOVÈNIA                     ,1
2014,DISTRICTE 1,CEMENTIRI VELL                ,BOLÍVIA                       ,16
2017,DISTRICTE 4,CA N AURELL                   ,GRÈCIA                        ,1
2015,DISTRICTE 4,CA N AURELL                   ,"GUINEA BISSAU, LA             ",2
2015,DISTRICTE 2,TORRE-SANA                    ,NIGÈRIA                       ,1
2015,DISTRICTE 3,LES FONTS                     ,"ESTATS UNITS D AMÈRICA, ELS   ",1
2011,DISTRICTE 5,CAN ROCA                      ,"ESTATS UNITS D AMÈRICA, ELS   ",7
2011,DISTRICTE 1,CENTRE                        ,COREA DEL SUD                 ,1
2012,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,"EQUADOR, L                    ",57
2015,DISTRICTE 4,CAN PALET DE VISTA ALEGRE     ,"GUINEA, LA                    ",1
2013,DISTRICTE 3,SEGLE XX                      ,SUÏSSA                        ,1
2013,DISTRICTE 5,CAN BOADA DEL PI              ,POLÒNIA                       ,3
2015,DISTRICTE 4,LES MARTINES                  ,"REPÚBLICA DOMINICANA, LA      ",1
2012,DISTRICTE 4,CA N AURELL                   ,MALI                          ,1
2014,DISTRICTE 6,SANT PERE NORD                ,"ARGENTINA, L                  ",38
2017,DISTRICTE 4,LA COGULLADA                  ,"PARAGUAI, EL                  ",20
2012,DISTRICTE 3,CAN JOFRESA                   ,FRANÇA                        ,3
2013,DISTRICTE 1,CEMENTIRI VELL                ,BELIZE                        ,1
2014,DISTRICTE 3,GUADALHORCE                   ,"MARROC, EL                    ",117
2014,DISTRICTE 3,CAN PARELLADA                 ,ESPANYA                       ,5469
2011,DISTRICTE 5,CAN ROCA                      ,"PARAGUAI, EL                  ",4
2017,DISTRICTE 1,VALLPARADÍS                   ,"PERÚ, EL                      ",3
2013,DISTRICTE 3,CAN PARELLADA                 ,HONDURES                      ,2
2013,DISTRICTE 5,CAN BOADA CASC ANTIC          ,TURQUIA                       ,1
2011,DISTRICTE 4,LA MAURINA                    ,ESPANYA                       ,6100
2012,DISTRICTE 5,CAN ROCA                      ,"GUINEA EQUATORIAL, LA         ",1
2012,DISTRICTE 5,CAN BOADA CASC ANTIC          ,XILE                          ,9
2017,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,POLÒNIA                       ,10
2011,DISTRICTE 4,CA N AURELL                   ,ALBÀNIA                       ,1
2012,DISTRICTE 5,SANT PERE                     ,"SENEGAL, EL                   ",49
2013,DISTRICTE 4,VISTA ALEGRE                  ,ESPANYA                       ,70
2013,DISTRICTE 4,CA N AURELL                   ,BOLÍVIA                       ,96
2012,DISTRICTE 5,TORRENT D EN PERE PARRES      ,POLÒNIA                       ,3
2012,DISTRICTE 3,CAN PARELLADA                 ,BOLÍVIA                       ,9
2011,DISTRICTE 3,CAN PARELLADA                 ,HONDURES                      ,4
2012,DISTRICTE 1,VALLPARADÍS                   ,NIGÈRIA                       ,4
2011,DISTRICTE 2,CA N ANGLADA                  ,HONDURES                      ,43
2014,DISTRICTE 1,VALLPARADÍS                   ,NICARAGUA                     ,1
2014,DISTRICTE 1,CEMENTIRI VELL                ,ROMANIA                       ,54
2017,DISTRICTE 5,TORRENT D EN PERE PARRES      ,IRLANDA                       ,1
2015,DISTRICTE 3,LES FONTS                     ,XILE                          ,2
2011,DISTRICTE 3,CAN PALET II                  ,CUBA                          ,3
2017,DISTRICTE 5,SANT PERE                     ,UCRAÏNA                       ,23
2017,DISTRICTE 4,LA MAURINA                    ,NIGÈRIA                       ,9
2014,DISTRICTE 6,CAN TUSELL                    ,ITÀLIA                        ,5
2017,DISTRICTE 3,LES FONTS                     ,BÈLGICA                       ,2
2017,DISTRICTE 3,LES FONTS                     ,"ÍNDIA, L                      ",9
2012,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,"MARROC, EL                    ",273
2016,DISTRICTE 5,CAN BOADA DEL PI              ,"EQUADOR, L                    ",9
2011,DISTRICTE 4,LA MAURINA                    ,"MARROC, EL                    ",1125
2015,DISTRICTE 4,CA N AURELL                   ,"FILIPINES, LES                ",2
2017,DISTRICTE 5,CAN ROCA                      ,HONDURES                      ,1
2015,DISTRICTE 1,CEMENTIRI VELL                ,ESLOVÈNIA                     ,1
2015,DISTRICTE 3,P.I. SANTA MARGARIDA          ,ESPANYA                       ,1
2014,DISTRICTE 1,CEMENTIRI VELL                ,"REPÚBLICA TXECA, LA           ",1
2011,DISTRICTE 4,LA COGULLADA                  ,ZIMBABWE                      ,1
2017,DISTRICTE 2,MONTSERRAT                    ,"SENEGAL, EL                   ",52
2011,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,ISRAEL                        ,1
2011,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,"REGNE UNIT, EL                ",1
2016,DISTRICTE 5,PLA DEL BON AIRE              ,BOLÍVIA                       ,3
2012,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,LITUÀNIA                      ,3
2015,DISTRICTE 5,CAN BOADA DEL PI              ,GHANA                         ,1
2014,DISTRICTE 4,CA N AURELL                   ,ITÀLIA                        ,75
2012,DISTRICTE 2,TORRE-SANA                    ,POLÒNIA                       ,21
2013,DISTRICTE 6,ÈGARA                         ,"EQUADOR, L                    ",70
2017,DISTRICTE 3,P.I. SANTA MARGARIDA          ,ESPANYA                       ,1
2011,DISTRICTE 3,CAN PALET                     ,"BRASIL, EL                    ",25
2016,DISTRICTE 5,TORRENT D EN PERE PARRES      ,ÀUSTRIA                       ,1
2011,DISTRICTE 5,PLA DEL BON AIRE              ,ITÀLIA                        ,2
2011,DISTRICTE 5,CAN BOADA CASC ANTIC          ,"ESTATS UNITS D AMÈRICA, ELS   ",2
2011,DISTRICTE 3,CAN PALET                     ,BOLÍVIA                       ,65
2012,DISTRICTE 1,CEMENTIRI VELL                ,"PAÏSOS BAIXOS, ELS            ",2
2015,DISTRICTE 4,LA COGULLADA                  ,GÀMBIA                        ,2
2015,DISTRICTE 5,CAN BOADA CASC ANTIC          ,SUÏSSA                        ,1
2011,DISTRICTE 6,CAN TUSELL                    ,"REPÚBLICA DOMINICANA, LA      ",3
2017,DISTRICTE 3,CAN PALET                     ,ALGÈRIA                       ,2
2017,DISTRICTE 3,CAN PALET                     ,GEÒRGIA                       ,1
2015,DISTRICTE 1,CEMENTIRI VELL                ,COLÒMBIA                      ,27
2014,DISTRICTE 3,LES FONTS                     ,"MARROC, EL                    ",46
2016,DISTRICTE 4,CA N AURELL                   ,"XINA, LA                      ",126
2011,DISTRICTE 2,TORRE-SANA                    ,RÚSSIA                        ,7
2013,DISTRICTE 5,TORRENT D EN PERE PARRES      ,NIGÈRIA                       ,10
2017,DISTRICTE 5,CAN BOADA CASC ANTIC          ,GÀMBIA                        ,1
2015,DISTRICTE 3,CAN JOFRESA                   ,VENEÇUELA                     ,2
2011,DISTRICTE 5,CAN ROCA                      ,XILE                          ,3
2011,DISTRICTE 5,CAN BOADA CASC ANTIC          ,HONDURES                      ,4
2012,DISTRICTE 3,CAN JOFRESA                   ,"BRASIL, EL                    ",1
2015,DISTRICTE 1,CEMENTIRI VELL                ,MONGÒLIA                      ,1
2016,DISTRICTE 4,LES MARTINES                  ,"PAKISTAN, EL                  ",1
2014,DISTRICTE 5,CAN BOADA DEL PI              ,GHANA                         ,1
2017,DISTRICTE 3,LES FONTS                     ,HONDURES                      ,3
2016,DISTRICTE 4,CA N AURELL                   ,"PAKISTAN, EL                  ",28
2011,DISTRICTE 5,PLA DEL BON AIRE              ,"ARGENTINA, L                  ",4
2014,DISTRICTE 6,SANT PERE NORD                ,"PERÚ, EL                      ",25
2012,DISTRICTE 3,CAN PALET II                  ,"ÍNDIA, L                      ",4
2015,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,ITÀLIA                        ,21
2012,DISTRICTE 4,LA COGULLADA                  ,POLÒNIA                       ,10
2014,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,"SENEGAL, EL                   ",64
2016,DISTRICTE 5,TORRENT D EN PERE PARRES      ,"REPÚBLICA DOMINICANA, LA      ",11
2012,DISTRICTE 5,CAN BOADA CASC ANTIC          ,"ESTATS UNITS D AMÈRICA, ELS   ",3
2017,DISTRICTE 2,TORRE-SANA                    ,NIGÈRIA                       ,1
2014,DISTRICTE 3,CAN PARELLADA                 ,BULGÀRIA                      ,7
2012,DISTRICTE 3,XÚQUER                        ,EGIPTE                        ,1
2011,DISTRICTE 1,CENTRE                        ,GHANA                         ,1
2015,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,"ESTATS UNITS D AMÈRICA, ELS   ",3
2014,DISTRICTE 3,DISSEMINATS                   ,ESPANYA                       ,21
2016,DISTRICTE 4,LES MARTINES                  ,ESPANYA                       ,519
2013,DISTRICTE 5,DISSEMINATS                   ,FRANÇA                        ,1
2011,DISTRICTE 5,CAN BOADA CASC ANTIC          ,EL SALVADOR                   ,11
2015,DISTRICTE 4,LA MAURINA                    ,JORDÀNIA                      ,1
2012,DISTRICTE 2,MONTSERRAT                    ,HONDURES                      ,4
2013,DISTRICTE 5,CAN BOADA CASC ANTIC          ,MÈXIC                         ,1
2016,DISTRICTE 4,LA MAURINA                    ,REPÚBLICA DEM. DEL CONGO      ,2
2017,DISTRICTE 3,DISSEMINATS                   ,ESPANYA                       ,11
2011,DISTRICTE 3,LES FONTS                     ,RÚSSIA                        ,7
2014,DISTRICTE 3,CAN PALET                     ,"ESTATS UNITS D AMÈRICA, ELS   ",2
2015,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,"CAMERUN, EL                   ",1
2014,DISTRICTE 3,P.I. SANTA EULÀLIA            ,"ARGENTINA, L                  ",1
2017,DISTRICTE 5,PLA DEL BON AIRE              ,"MARROC, EL                    ",34
2016,DISTRICTE 3,LES FONTS                     ,KENYA                         ,1
2014,DISTRICTE 3,CAN PARELLADA                 ,POLÒNIA                       ,10
2011,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,MÈXIC                         ,5
2015,DISTRICTE 1,VALLPARADÍS                   ,"PERÚ, EL                      ",1
2014,DISTRICTE 5,CAN BOADA CASC ANTIC          ,BOLÍVIA                       ,40
2014,DISTRICTE 6,SANT LLORENÇ                  ,UCRAÏNA                       ,4
2015,DISTRICTE 5,CAN BOADA CASC ANTIC          ,"PARAGUAI, EL                  ",33
2015,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,KENYA                         ,1
2013,DISTRICTE 1,CEMENTIRI VELL                ,"PARAGUAI, EL                  ",10
2011,DISTRICTE 1,CEMENTIRI VELL                ,SUÏSSA                        ,1
2011,DISTRICTE 5,TORRENT D EN PERE PARRES      ,NORUEGA                       ,1
2011,DISTRICTE 4,CAN PALET DE VISTA ALEGRE     ,ALEMANYA                      ,2
2017,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,"PANAMÀ, EL                    ",4
2016,DISTRICTE 5,TORRENT D EN PERE PARRES      ,MÈXIC                         ,5
2011,DISTRICTE 4,CA N AURELL                   ,ANDORRA                       ,2
2012,DISTRICTE 1,CENTRE                        ,"PAKISTAN, EL                  ",8
2011,DISTRICTE 5,CAN BOADA CASC ANTIC          ,CUBA                          ,13
2014,DISTRICTE 3,XÚQUER                        ,BOLÍVIA                       ,1
2012,DISTRICTE 4,LA MAURINA                    ,RÚSSIA                        ,5
2011,DISTRICTE 5,TORRENT D EN PERE PARRES      ,VENEÇUELA                     ,10
2016,DISTRICTE 1,CENTRE                        ,IRLANDA                       ,6
2017,DISTRICTE 5,SANT PERE                     ,"CANADÀ, EL                    ",1
2013,DISTRICTE 3,CAN PALET II                  ,XILE                          ,3
2015,DISTRICTE 6,DISSEMINATS                   ,"EQUADOR, L                    ",2
2017,DISTRICTE 6,ÈGARA                         ,MOLDÀVIA                      ,1
2012,DISTRICTE 5,SANT PERE                     ,"MARROC, EL                    ",312
2013,DISTRICTE 1,CENTRE                        ,ÀUSTRIA                       ,2
2013,DISTRICTE 3,XÚQUER                        ,MALI                          ,1
2015,DISTRICTE 1,CEMENTIRI VELL                ,ALEMANYA                      ,15
2015,DISTRICTE 4,CA N AURELL                   ,ROMANIA                       ,64
2017,DISTRICTE 5,ELS CAUS - ELS PINETONS       ,ESPANYA                       ,25
2012,DISTRICTE 3,CAN PALET                     ,MÈXIC                         ,11
2015,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,BULGÀRIA                      ,4
2012,DISTRICTE 6,SANT PERE NORD                ,VENEÇUELA                     ,12
2016,DISTRICTE 5,CAN ROCA                      ,POLÒNIA                       ,2
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,XILE                          ,1
2014,DISTRICTE 6,ÈGARA                         ,"REPÚBLICA DOMINICANA, LA      ",26
2016,DISTRICTE 4,LA MAURINA                    ,SUÏSSA                        ,1
2012,DISTRICTE 1,CENTRE                        ,ISLÀNDIA                      ,1
2012,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,"REPÚBLICA DOMINICANA, LA      ",7
2012,DISTRICTE 3,CAN JOFRESA                   ,POLÒNIA                       ,12
2016,DISTRICTE 3,SEGLE XX                      ,CROÀCIA                       ,2
2012,DISTRICTE 1,VALLPARADÍS                   ,"SENEGAL, EL                   ",25
2012,DISTRICTE 6,SANT PERE NORD                ,BIELORÚSSIA                   ,2
2016,DISTRICTE 4,LA COGULLADA                  ,"PAÏSOS BAIXOS, ELS            ",1
2013,DISTRICTE 4,CA N AURELL                   ,BÈLGICA                       ,6
