NOM,ADRECA,CODI_POSTAL,DISTRICTE,TELEFON,ADR_WEB,EMAIL,DESCRIPCIO_AMBIT,X,Y,X_ETRS89,Y_ETRS89,LONGITUD,LATITUD,TERRITORI,LOCALITZACIO
SPANISH COUNTRY MUSIC ASSOCIATION       ,"CR DE MONTCADA, 740 ",08227,3,937862366,,,CULTURALS                               ,419826.2580,4601276.4922,419732.2724,4601072.2553,2.0374377,41.5572938,LOCAL                                   ,"(41.55729377093728, 2.0374377261690055)"
CLUB ESPORTIU TERRABIKE                 ,"CA DE JOAN ARTIGUES, 3 , BA-L9        ",08226,5,937838007,www.terra-bike.com                                                              ,tb@terra-bike.com                                                               ,ESPORTIVES                              ,418360.6733,4602682.9429,418266.6961,4602478.7193,2.0196737,41.5698120,LOCAL                                   ,"(41.569811978811295, 2.0196736898422807)"
CLUB ATLETIC SANT JOAN                  ,"CA DE SANT ANDREU, 1 ",08228,3,645054654,,ros_susi@hotmail.com                                                            ,ESPORTIVES                              ,419778.2813,4598736.9375,419684.2763,4598532.6970,2.0372016,41.5344174,LOCAL                                   ,"(41.53441741726339, 2.03720162995869)"
ASSOCIACIO PLANTEM-NOS                  ,"CA DE MONTSERRAT, 151 ",08221,1,,plantemnos.wordpress.com                                                        ,plantem.nos@gmail.com                                                           ,VARIS                                   ,417401.5340,4602416.8131,417307.5533,4602212.5963,2.0082078,41.5673166,LOCAL                                   ,"(41.56731662455023, 2.00820783884063)"
ASSOCIACIO GRUP PAM TEATRE DEL CASAL DE ,"CA MAJOR DE SANT PERE, 59 ",08222,1,676042560,www.pamteatre.com                                                               ,info@pamteatre.com                                                              ,CULTURALS                               ,418255.2501,4602537.0716,418161.2716,4602332.8485,2.0184293,41.5684875,LOCAL                                   ,"(41.568487476828516, 2.0184292724894086)"
AMPA CEIP EL VALLES                     ,"CR DE MARTORELL, 91 ",08224,4,651943455,www.ampaescolaelvalles.blogspot.com.es                                          ,ampaescolavalles@gmail.com                                                      ,EDUCATIVES I FORMATIVES                 ,417074.5152,4601179.6913,416980.5246,4600975.4751,2.0044571,41.5561412,DISTRICTE 4                             ,"(41.55614122077751, 2.0044571408241296)"
ASSOCIACIÓ ARKAM (RUBINENCA)            ,"CA DE LA LLIBERTAT, 64 ",08226,5,658959551,,skaulter@gmail.com                                                              ,CULTURALS                               ,418321.2258,4602912.5721,418227.2502,4602708.3491,2.0191694,41.5718760,LOCAL                                   ,"(41.571875995460225, 2.019169351046968)"
ASOC  DE VECINOS  TORRES  CAN PARELLADA ,"CA D OCEANIA, 38 ",08228,3,647780765,,av.torresdecanparellada@gmail.com                                               ,VEÏNALS                                 ,420436.9688,4599047.6250,420342.9672,4598843.3800,2.0450556,41.5372813,DISTRICTE 3                             ,"(41.537281306827424, 2.0450555808640987)"
ASSOCIACIO CORS LLUITADORS DE DUCHENNE  ,"CA DEL DR. TORRAS I BAGES, 107 , BA-2         ",08223,3,669316522,,corslluitadorsdeduchenne@gmail.com                                              ,SALUT I SÒCIO-ASSISTENCIALS             ,417810.8438,4600796.5000,417716.8514,4600592.2776,2.0133382,41.5527662,LOCAL                                   ,"(41.55276623531392, 2.013338158368286)"
ASSOCIACIO SANFILIPPO BARCELONA         ,"PS DEL VINT-I-DOS DE JULIOL, 252 , 7-1          ",08221,1,658784398,www.sanfilippobarcelona.blogspot.com                                            ,sanfilippobarcelona@gmail.com                                                   ,SALUT I SÒCIO-ASSISTENCIALS             ,417513.5504,4602722.4577,417419.5722,4602518.2406,2.0095091,41.5700808,LOCAL                                   ,"(41.570080835769886, 2.009509124900547)"
ASSOCIACIO TESSITO KAFOO                ,"PS DE LES LLETRES, 9 , 7-3          ",08221,1,646291314,,marta.pujade@gmail.com                                                          ,"SOLIDARITAT, PAU I DRETS HUMANS         ",417534.9824,4602664.8147,417441.0037,4602460.5973,2.0097741,41.5695639,LOCAL                                   ,"(41.56956391478237, 2.0097740722632236)"
FUNDACIO PRIVADA CIENCIA I ART          ,"CR DE MONTCADA, 668 ",08227,3,937864247,www.fcart.org                                                                   ,info@fcart.org                                                                  ,EDUCATIVES I FORMATIVES                 ,419717.0010,4601291.5873,419623.0153,4601087.3512,2.0361257,41.5574188,LOCAL                                   ,"(41.55741875193064, 2.0361256849674283)"
A. SERVEI INTEGRACIO DISMINUCIO PSIQUICA,"CA DE MARCONI, 228 , 2-2          ",08224,4,937898159,,associacio.asid@gmail.com                                                       ,SALUT I SÒCIO-ASSISTENCIALS             ,416659.0213,4601857.2866,416565.0352,4601653.0746,1.9993813,41.5622004,LOCAL                                   ,"(41.56220042995793, 1.9993813196676573)"
APA CONSERVATORI PROFESSIONAL DE MUSICA ,"CA DE MIQUEL VIVES, 2 ",08222,1,937361760,,apa.conservatori.terrassa@gmail.com                                             ,EDUCATIVES I FORMATIVES                 ,418333.7983,4601924.2632,418239.8153,4601720.0386,2.0194546,41.5629765,LOCAL                                   ,"(41.562976530283954, 2.0194546426651976)"
ASSOC ESTUDIANTS CONSERVATORI TERRASSA  ,"CA DE MIQUEL VIVES, 2 ",08222,1,937361760,,aecterrassa@hotmail.com                                                         ,EDUCATIVES I FORMATIVES                 ,418333.7983,4601924.2632,418239.8153,4601720.0386,2.0194546,41.5629765,LOCAL                                   ,"(41.562976530283954, 2.0194546426651976)"
MASSA CORAL DE TERRASSA                 ,"CA DE MIQUEL VIVES, 2 ",08222,1,,,massacoral.terrassa@gmail.com                                                   ,CULTURALS                               ,418333.7983,4601924.2632,418239.8153,4601720.0386,2.0194546,41.5629765,LOCAL                                   ,"(41.562976530283954, 2.0194546426651976)"
FUNDACIO PRIVADA TUTELAR FAMILIA I SOCIE,"PL DEL TINT, 6 ",08224,4,,www.familiaisocietat.cat                                                        ,xavier@familiaisocietat.cat                                                     ,SALUT I SÒCIO-ASSISTENCIALS             ,417067.5908,4602265.0383,416973.6084,4602060.8238,2.0042242,41.5659151,LOCAL                                   ,"(41.56591514845221, 2.004224159408827)"
PRODISCAPACITATS FUNDACIO PRIVADA TERRAS,"PL DEL TINT, 6 ",08224,4,937311009,www.prodis.cat                                                                  ,info@prodis.cat                                                                 ,SALUT I SÒCIO-ASSISTENCIALS             ,417067.5908,4602265.0383,416973.6084,4602060.8238,2.0042242,41.5659151,LOCAL                                   ,"(41.56591514845221, 2.004224159408827)"
ASSOC.CULTURAL I MULT. EL TERCER PARPADO,"AV DE MADRID, 51 , 4-2          ",08227,2,647871534,,eltercerparpado@gmail.com                                                       ,CULTURALS                               ,419831.9022,4601722.9329,419737.9200,4601518.6966,2.0374458,41.5613150,LOCAL                                   ,"(41.56131502762659, 2.037445778807097)"
ASSOCIACIÓ COMMUNITY CAN TERRASSA       ,"CA D ISAAC PERAL, 7 , BA-3         ",08224,4,653823725,http://communitycan.terrassa.net                                                ,communitycanterrassa@gmail.com                                                  ,MEDI AMBIENT                            ,416868.7799,4601981.0380,416774.7950,4601776.8246,2.0018794,41.5633368,LOCAL                                   ,"(41.56333678296919, 2.001879407890624)"
CENTRO CRISTIANO RESTAURANDO NACIONES   ,"CA DEL BAGES, 105 , BA-1         ",08223,3,679798425,,josevam77@hotmail.com                                                           ,"RELIGIOSES I IDEOLÒGIQUES, EN GENERAL   ",418866.8020,4600842.0230,418772.8116,4600637.7927,2.0259923,41.5532841,LOCAL                                   ,"(41.55328408925165, 2.0259923106658104)"
A. ENCUENTRO VIDA CULT.  MULTIRELIGIOSA ,"CA DEL BAGES, 105 , BA-1         ",08223,3,679798425,,josevam77@hotmail.es                                                            ,SALUT I SÒCIO-ASSISTENCIALS             ,418866.8020,4600842.0230,418772.8116,4600637.7927,2.0259923,41.5532841,LOCAL                                   ,"(41.55328408925165, 2.0259923106658104)"
A. HUMANITARIA CAPELLANES EVANGELICOS UN,"CA DEL BAGES, 105 , BA-L1        ",08223,3,679798425,,josevam77@hotmail.com                                                           ,SALUT I SÒCIO-ASSISTENCIALS             ,418866.8020,4600842.0230,418772.8116,4600637.7927,2.0259923,41.5532841,LOCAL                                   ,"(41.55328408925165, 2.0259923106658104)"
AP TORRENT LES CARBONELLES              ,"CA DE LES CARBONELLES, 28 ",08224,4,679445401,http://lescarbonelles.blogspot.com.es/                                          ,aavv.lescarbonelles@gmail.com                                                   ,VEÏNALS                                 ,416566.5455,4600219.7157,416472.5468,4600015.5019,1.9985000,41.5474428,DISTRICTE 4                             ,"(41.54744281096043, 1.9984999887597446)"
CLUB ESPORTIU FUTBOL BASE TERRASSA      ,"CA DELS JOCS OLÍMPICS, 6 ",08225,5,937351938,,futbolbaseterrassa@gmail.com                                                    ,ESPORTIVES                              ,417593.1237,4603330.1003,417499.1502,4603125.8835,2.0103799,41.5755615,LOCAL                                   ,"(41.57556148187777, 2.01037993840159)"
A. AGRUPACIO DE VETERANS TERRASSA FC    ,"CA DELS JOCS OLÍMPICS, 6 ",08225,5,676884263,,,ESPORTIVES                              ,417593.1237,4603330.1003,417499.1502,4603125.8835,2.0103799,41.5755615,LOCAL                                   ,"(41.57556148187777, 2.01037993840159)"
FUNDACIO PRIVADA PRESIDENT AMAT ROUMENS ,"CA DE LES CAMPIONES OLÍMPIQUES, 36 ",08225,5,937883662,www.fupar.cat                                                                   ,suport01@fupar.cat                                                              ,SALUT I SÒCIO-ASSISTENCIALS             ,417752.8269,4603419.2953,417658.8543,4603215.0774,2.0122831,41.5763812,LOCAL                                   ,"(41.576381233103696, 2.012283119363896)"
CLUB ESPORTIU PINGÜI                    ,"CA DE LES CAMPIONES OLÍMPIQUES, 36 ",08225,5,937883662,www.fupar.cat                                                                   ,fundacio@fupar.cat                                                              ,ESPORTIVES                              ,417752.8269,4603419.2953,417658.8543,4603215.0774,2.0122831,41.5763812,LOCAL                                   ,"(41.576381233103696, 2.012283119363896)"
ASSOCIACIÓ DE JUBILATS DE SANT PERE NORD,"RM DE FRANCESC MACIÀ, 257 ",08226,6,937846832,seniorlabs.net                                                                  ,miguel28344@hotmail.com                                                         ,GENT GRAN                               ,418982.0015,4603518.6704,418888.0316,4603314.4434,2.0270121,41.5774018,DISTRICTE 6                             ,"(41.5774018343965, 2.027012127373943)"
AMICS DE FUNDASE - BOLIVIA              ,"CA DE L ARQ. PUIG I CADAFALCH, 8 , 2-4          ",08222,1,937835768,www.amicsdefundase.org                                                          ,amicsdefundase@gmail.com                                                        ,"SOLIDARITAT, PAU I DRETS HUMANS         ",418349.9137,4602597.6045,418255.9358,4602393.3808,2.0195563,41.5690423,LOCAL                                   ,"(41.56904231834262, 2.019556268515614)"
AP DEL SECTOR VISTA ALEGRE              ,"CA DE L ARGENTINA, 2 ",08224,4,937880110,,,ASSOC. DE PROPIETARIS I SIMILARS        ,416539.4293,4600595.2690,416445.4334,4600391.0560,1.9981227,41.5508222,DISTRICTE 4                             ,"(41.55082221843684, 1.9981227232742156)"
AV EL MOLINOT VALLES OCCIDENTAL         ,"CM DEL CIM, 7 ",08225,5,617168978,,elmolinot@hotmail.com                                                           ,VEÏNALS                                 ,414020.7361,4603077.3665,413926.7551,4602873.1764,1.9675709,41.5729089,DISTRICTE 5                             ,"(41.57290885241226, 1.9675708912967838)"
A. PROMO. POBLES CENTREAMERICANS XILONEM,"CA DEL XÚQUER, 11 , 4-4          ",08223,3,937859350,,,CULTURALS                               ,419555.6873,4601110.9811,419461.7000,4600906.7460,2.0342157,41.5557760,LOCAL                                   ,"(41.555775975120795, 2.034215685068295)"
ASSOCIACIO PREMSA DE LA COMUNITAT SORDA ,"CA DE VALÈNCIA, 1 , 2-2          ",08224,4,,www.lescroniques.com                                                            ,apclescroniques@gmail.com                                                       ,CULTURALS                               ,416573.7044,4601370.5106,416479.7144,4601166.2985,1.9984259,41.5578076,LOCAL                                   ,"(41.557807625391334, 1.9984259327104406)"
ASSOCIACIO CULTURAL LA BUMBONA          ,"CA DE FRANCESC OLLER, 48  Esc.A, BA-LO  ",08225,5,696208156,,labumbona@gmail.com                                                             ,CULTURALS                               ,417308.6785,4602915.5857,417214.7014,4602711.3704,2.0070256,41.5717990,LOCAL                                   ,"(41.57179896812594, 2.0070255697320656)"
ALTERNATIVA 3 FILLS DEL CAFE            ,"CR DE CASTELLAR, 526 , LO-4         ",08227,6,937869379,www.alternativa3.com                                                            ,alternativa3@alternativa3.com                                                   ,"SOLIDARITAT, PAU I DRETS HUMANS         ",419726.4115,4603738.0503,419632.4444,4603533.8179,2.0359112,41.5794527,LOCAL                                   ,"(41.57945274859296, 2.0359112095856915)"
A.V. TORRE-SANA                         ,"CA DE BISCAIA, 2 ",08227,2,937835708,www.torre-sana.terrassa.net                                                     ,avtorre-sana@hotmail.com                                                        ,VEÏNALS                                 ,420241.3750,4601727.5000,420147.3934,4601523.2606,2.0423552,41.5613971,DISTRICTE 2                             ,"(41.56139713165245, 2.042355178186538)"
