CODI;DATAINICI;NOMCOM;RAOSOCIAL;DESCRIPCIO;WEB;EMAIL;TELEFON1;HORARI;TIPUS;CODI_TIPUS;ADRECA
1201;19730101;Sabadell Atlántico;BANC DE SABADELL, S.A.  ;BANC;www.sabadellatlantico.com;0051@sabadellatlantico.com;936661162;DILLUNS A DIVENDRES 8 15-14 / DISS HIVERN  8 15-13;BANCS I CAIXES;120;Pl. Vila 0002   
480;19860101;Sabateria Juma;JULIO VALLE ALTOZANO;Comerç al detall de calçats;;correo_juma@hotmail.com;936667902;DE DILLUNS A DISSABTES DE 9.30 A 13.30 I DE 17 A 21;SABATERIA;92;C. Santa Creu 0027   
1368;19980101;Sabores Sant Feliu (Abans  Bar Restaurante Hermanas Muñoz );JUAN MANUEL RAMIREZ GUERRERO;BAR RESTAURANT Aforament 85 persones;;sabores2015@gmail.com;931433571;DE DILLUNS A DIVENDRES 9-22;RESTAURANTS;109;C. Carles Buïgas 0050  BX  01  
2463;20080401;Sala polivalent i arxiu del Servei Territorial;GENERALITAT DE CATALUNYA  ;Sala polivalent i arxiu del Servei Territorial;;;935516910;;ADMINISTRACIÓ PÚBLICA, DEFENSA I SEGURETAT SOCIAL OBLIGATÒRIA;140;C. Hospitalet 0009  LC  05  
2046;19860101;Salami Oleodinámica España S.A.;SALAMI OLEODINAMICA ESPAÑA, SA  ;Comercialització components oleohidràulics;www.salamispain.com;info@salamispain.com;936665451;8:30-13:30 15-18 DILLUNS A DIVENDRES;COMERÇ A L ENGRÒS, EXCEPTE VEHÍCLES DE MOTOR;63;C. Primer de Maig 0018   
2516;20061024;Salut Oral (clínica dental);JUAN MANUEL REY LOZANO;Clínica dental;;salutoral@gmail.com;936859255;;CLINICA DENTAL;149;Pg. Comte de Vilardaga 0093  LC  02  
1773;20070928;Sanchez Muiños & Associats;SANCHEZ MUIÑOS & ASSOCIATS, S. L.  ;gestoria/despatx advocats;;asesoria@sanchezmuinos.es, sanchezmuinos@gmail.com;936850132;DE 9:30 A 13:30 I DE 17 A 19:30;CONSULTORIES/ASSESSORIES;128;C. Dalt 0002  BX  02  
685;19880101;Sant Feliu Fitnes Club;JOSE MARIA RONDAN VICIANA;sauna, gimnàstica,aeròbic,musculació,esquaix,fitness.;;gimnassantfeliu@telefonica.net;936850902;DE DILLUNS A DIVENDRES DE 9 A 22;ACTIVITATS ESPORTIVES (gimnàs);162;C. Joan Maragall 0040   
1437;20030430;Sant Feliu Salut (centre mèdic);SANT FELIU SALUT, S.L.  ;CENTRE MÈDIC;;sfsalut@gmail.com;936668090;DE DILLUNS 9-14 15-20;CONSULTORIS, CENTRES MÈDICS, ASSISTÈNCIA MUTUA;148;Ctra. Laureà Miró 0317   
198;20060504;Santander ;BANCO SANTANDER S.A.  ;Oficina bancària;www.gruposantander.es;jmontoya@gruposantander.es;936325371;8:30-14 DILLUNS A DISSABTES;BANCS I CAIXES;120;C. Joan Antoni Samaranch 0026   
199;20060427;Santander ;BANCO SANTANDER S.A.  ;BANC;www.gruposantander.es;;936661682;8:30-14 DILLUNS A DISSABTES;BANCS I CAIXES;120;C. Vidal i Ribas 0007  BX  01  
154;19970101;Schlecker;BEAUTY BY DIA SA  ;VENDA DE PRODUCTES DE DROGUERIA, ALIMENTACIÓ I FOT;;;;DE DILLUNS A DISSABTE DE 9 A 12;DROGUERIA-PERFUMERIA;77;C. Verge de Montserrat 0006  LC  
1577;19970101;Schlecker;BEAUTY BY DIA SA  ;VENDA DE PRODUCTES DE DROGUERIA, ALIMENTACIÓ I FOT;www.schlecker.com;;977646314;;DROGUERIA-PERFUMERIA;77;Ctra. Laureà Miró 0102  LC  
1351;20060427;Schlecker;BEAUTY BY DIA SA  ;comerç al detall de productes de perfumeria i drogueria ;http://www.schlecker.com;;936850901;DE 9 A 14 I DE 16:30 A 20 DE DILLUNS A DIVENDRES, DISSABTE DE 9 A 14:30;DROGUERIA-PERFUMERIA;77;C. Joaquim Monmany 0009   
592;19980101;SDO. Comunicaciones ,Telefónica Movistar;SDO COMUNICACIONES, S.L.  ;BOTIGA DE TELEFONIA;;sdocomunic@terra.es;;DE DILLUNS A DISSABTE 9-13.30 16.30-20.30;TELEFONIA;105;C. Sant Llorenç 0002  BX  01  
2736;20070523;Segupark Correduria de Seguros;MARIA DOLORES BARRAGAN BOSQUET;Oficina s assegurances;;dolors.barragan@hotmail.com;93513483;;ASSEGURANCES;121;C. Dalt 0009  BX  06  
1355;20060427;Seguros Bilbao - Grupo Catalana Occidente;JOSE MANUEL FERNANDEZ MOYA;Agència d assegurances;www.segurosbilbao.com ;jmfernandez@segurosbilbao.com;936851433;;ASSEGURANCES;121;C. Pizarro 0006   
1321;19970101;Seguros Catalana Occidente;VIRTUDES GIRALDES OSES;Agència d assegurances;;virtudes.giraldes@agentes.catalanaoccidente.com, virtudes.giraldes@catalanaoccidente.com;936854980;DE DILLUNS A DIVENDRES 10-13.30 17-20;ASSEGURANCES;121;C. Santa Creu 0006  BX  02  
1123;20020501;Seguros Catalana Occidente;GERMAN HERNANDEZ BELLO;AGÈNCIA D ASSEGURANCES;;german.hernandez@agentes.catalanaoccidente.com;936327154;DE DILLUNS A DIVENDRES DE 10 A 13:30 I DE 17 A 20:30;ASSEGURANCES;121;Pg. Comte de Vilardaga 0124   
1828;19910101;Seguros Catalana Occidente (Vidal Ribas);SEGUROS CATALANA OCCIDENTE, S.A.  ;ASSEGURANCES;;psanchez@catalanaoccidente.com;936850502;DE 8:30 A 14:15 I DE 15:30 A 18 DE DILLUNS A DIJOUS, DIVENDRS DE 8:30 A 14:30;ASSEGURANCES;121;C. Vidal i Ribas 0009  01  02  
2562;20061220;Serinte Assessors i consultors;SERINTE, ASSESSORS I CONSULTORS, S.L.  ;despatx professional de consultoria;;;936668355;;GESTORIES;127;C. Joan de Batlle 0054  LC  1C  
3553;20090114;Sermalab dental;SERGIO DE CASTRO CASTILLO;Laboratori de prótesi dental;;SERMALABDENTAL@HOTMAIL.COM;936850528;;CLINICA DENTAL;149;C. Remigi Guix 0004  BX  07  
2449;20041101;Serunion;SERUNION, SA  ;PREPARACIÓ DE MENJAR PER EMPRESES I ESCOLES;www.serunion.com;serunion@serunion.elior.com;936856040;8 30-18 DILLUNS A DIVENDRES;INDUSTRIES D ALIMENTACIÓ;13;C. Comerç 0008  BX  1   
2680;20070427;Servei Tècnic Beretta Calderes;FRANCISCO JOSE DE LA MORENA CASTELLANO SL.  ;Oficina de serveis tècnics de reparació de calderes;;fjsat@fjsat.com;936853735;;ALTRES (INDUSTRIES MANUFACTURERES DIVERSES);53;C. Constitució 0050 C  BX  05  
3948;20120606;Serveis informàtics;REACCIONA WEB, S.L.  ;Serveis de màrqueting Informàtic: posicionament web;www.reacciona-web.com;jorge@reacciona-web.com;934675040;;LLIBRERIA I PAPERERIA;97;C. Falguera 0096  BX  03  
3948;20120606;Serveis informàtics;REACCIONA WEB, S.L.  ;Serveis de màrqueting Informàtic: posicionament web;www.reacciona-web.com;jorge@reacciona-web.com;934675040;;ALTRES ACTIVITATS EMPRESARIALS;139;C. Falguera 0096  BX  03  
2108;19970115;Set Prat Paper Distribucions, S.A;SET-PRAT PAPER DISTRIBUCIONS S.A. I 0  ;COMERÇ A L ENGRÒS DE MATERIALS REPROGRAFIA;www.set.es;set@set.es;936859700;DE DILLUNS A DIVENDRES DE 8 A 19;COMERÇ A L ENGRÒS, EXCEPTE VEHÍCLES DE MOTOR;63;C. Ramon de Trinxeria 0006  BX  
412;20040701;Seven s Perruquers;JOSE ORTEGA ANDREU;Perruqueria;;sevensperruquers@hotmail.com ;936661793;DE DILLUNS A DISSABTE 9-14 16-20;PERRUQUERIES;163;C. Rectoria 0012  LC  04  
2658;20070403;Shoptic;SHOPTIC SL  ;Òptica;;shoptic@gmail.com;936665144;;OPTICA;101;C. Rectoria 0017  LC  
2543;20061122;Sigsa;SERVICIOS INDUSTRIALES DE GESTION SA  ;Comerç a l engròs de mobles i material per a electrònica i informàtica (armaris rack);www.sig.es;sig.bcn@sig.es;936852035;DE DILLUNS A DIVENDRES DE 9 A 14 I DE 15 A 18:30;COMERÇ A L ENGRÒS, EXCEPTE VEHÍCLES DE MOTOR;63;C. Anselm Clavé 0017  BX  22  
3628;20090727;Skitch (venda de roba femenina);SANDRA CHERCOLES IBAÑEZ;Comerç al detal de roba femenina;;sandrixch@hotmail.com ;936667452;;ROBA;90;C. Frederica Montseny 0032  LC  01  
3474;20081015;Sobime;SOBIME, SA  ;Magatzem de peces de llautó;www.sobime.es;;936660689;;EMMAGATZEMATGE. DIPÒSIT DE MOBLES I MERCADERIES.;113;C. Ramon de Trinxeria 0013  BX  
2112;20000120;Sobime;SOBIME, SA  ;Taller mecanització de peces per aixetes;http://www.sobime.es;sobime@sobime.com;936661296;DE 8:00 A 13:30 I DE 15:00 A 18:00 DE DILLUNS A DIVENDRES;METAL·LÚRGIA, (llevat de maquinària i equips);43;C. Sant Josep 0123  BX  
350;20011001;Sol Estació  (Centre de Broncejat);YOLANDA CANALES MORILLAS;Centre d estètica i bronzejat;;yolanda@legalmon.com;936666869;DE 9 A 22 DE DILLUNS A DISSABTE, DIUMENGE DE 10 A 15;CENTRES ESTÈTICA;164;Pg. Bertrand 0029   
2145;20000101;Soler i Sauret;SOLER I SAURET SA  ;Empresa de transports (autobusos);www.solerisauret.com;info@solerisauret.com;936325133;7-15 8-14 16-19 DILLUNS A DIVENDRES;TRANSPORTS;112;Ctra. Laureà Miró 0426  BX  
2141;20060606;Solrac Productos S.A;PRODUCTOS SOLRAC, SA  ;FÀBRICA DE PINTURES I BARNISSOS PER A LA INDUSTRIA DEL MOBLE;www.solrac.com;info@solrac.com;936661800;8-13 15-18 DILLUNS A DIVENDRES;PINTURES I VERNISSOS, I TINTES;32;Ctra. Laureà Miró 0409  BX  
1927;20060301;Solucions telefoniques intregrals;ANTONIO GIMENEZ TORRECILLA;TELECOMUNICACIONS, TELEFONIA;www.stibcn.com;sti@stibcn.com;936473303;DE DILLUNS A DIVENDRES DE 9 A 14:30;TELEFONIA;105;C. Sant Jaume 0012   
2563;20061220;Sonia Pino Assessoria;SONIA PINO LOPERA;despatx jurídic;;olgarodriguez@icasf.net;936665749;;SERVEI JURÍDIC - ADVOCATS;129;C. Sant Gabriel 0008  BX  05  
1317;20050207;Soria Natural;ANA CABRERA SANCHEZ;Comerç d herboristeria i dietètica;;santagemma@telefonica.net;933736210;;DIETÈTICA- HERBORISTERIA;73;Ctra. Laureà Miró 0302 E  LC  10  
2115;19720101;Spirax Sarco S.A;SPIRAX SARCO SA  ;COMERÇ A L ENGRÒS DE PRODUCTES INDUSTRIALS;www.spiraxsarco.com/es;spiraxsarco@es.spiraxsarco.com;936857929;DE 8 A 18:30 DE DILLUNS A DIVENDRES;COMERÇ A L ENGRÒS, EXCEPTE VEHÍCLES DE MOTOR;63;C. Sant Josep 0128  BX  
162;19900101;Sprint Esports;DOMINGO PUERTO PAMPLONA;BOTIGA D ESPORTS;;sprint@ritxi.net;936853596;9 30-13 30  17-20 30 DILL-DISS;ESPORT;96;C. Pi i Margall 0017  LC  
2219;19940101;Stamm S.A;STAMM, S.A.  ;Fabricació de motlles i matrius;www.stamm-sa.com;compras@stamm-sa.com;936667851;DE DILLUNS A DIVENDRES DE 7 A 14 I DE 15 A 18;METAL·LÚRGIA, (llevat de maquinària i equips);43;Ra. Salut 0044  BX  
2493;20061002;Stamm SA.;STAMM, S.A.  ;Taller de fabricació de motlles, matrius i estampacions metàl·liques;www.stamm-sa.com;stamm@stamm-sa.com;936667851;;METAL·LÚRGIA, (llevat de maquinària i equips);43;Ra. Salut 0052  BX  
2038;20060602;Stil Creus S.L.;STIL CREUS, S.L.  ;Mecanització peces llautó per a griferia;;;936660688;;METAL·LÚRGIA, (llevat de maquinària i equips);43;C. Santa Creu 0026   
453;20090923;Strass intimo (Lenceria El Pilar);NATURANA IBERICA, S.A.  ;LENCERIA I CORSETERIA;;lenceriaelpilar@santfeliu.net;936660650;9:30-13:30 17-20:30 DILLUNS A DISSABTE;LENCERIA COTILLERIA;91;Rbla. Marquesa de Castellbell 0069  BX  01  
2034;20060401;Suhec;SUHEC, S.L.  ;COMERCIAL FERRETERIA (subministraments industrial);www.suhec.com / www.shcherramientasespeciales.com;suhec@suhec.com;936327290;8-14 15:30-19 DILLUNS A DIVENDRES;COMERÇ A L ENGRÒS, EXCEPTE VEHÍCLES DE MOTOR;63;C. Primer de Maig 0018  ST  01  
441;20051122;SUPERMERCADOS LAS PLANAS, S.L.;XIAOPENG LIN ;VENDA DE FRUITA;;antoninomt@hotmail.com;936828338;DE DILLUNS A DIVENDRES DE 8:30 A 14 I DE 17 A 20:30, DISSABTE DE 8:30 A 14;FRUITA I VERDURA;68;Rbla. Marquesa de Castellbell 0052  BX  02  
3925;20120125;Supermercat Safa;RAJA NASIR MAHMOOD ;Autoservei d alimentació, fruites, verdures i drogueria;;NO EN TENEN;;;BOTIGA D ALIMENTACIÓ NO ESPECIALITZADA;64;C. Remigi Guix 0004  BX  03  
3812;20110214;Supermercats La Vila;EMPRESAS UNIDAS SANT FELIU SL  ;Autoservei d alimentació;;;;;BODEGA;72;Pg. Comte de Vilardaga 0001 B  LC  05  
40;19740101;Tabacs - expendeduria núm. 7;LUIS FERNANDO BARROSO MESA;Estanc;;exp7st.feliu@hotmail.es;936662258;DILLUNS A DIVENDRE 8 30-13 30 16 30-20 DISSABTE 9-14;ESTANCS;74;C. Constitució 0002   
1294;20060303;Taller A. CEBRIAN;ABEL CEBRIAN ALEÑA;Taller de reparació de vehicles;;tallercebrian@telefonica.net;936660094;8:30-13 15-18:30 DILLUNS A DIVENDRES;REPARACIÓ DE VEHÍCLES DE MOTOR;62;C. Terrisser 0011   
3551;20081205;Taller Carpinteria Metàl·lica;RAIMUNDO RAMOS NUÑEZ;Taller de carpinteria metal·lica;;garcia.orts@icloud.com;619444630;;METAL·LÚRGIA, (llevat de maquinària i equips);43;C. Tallers 0022   
1143;19930101;Taller de Automoción R M.;TALLER DE AUTOMOCION R.M. S.L.  ;Taller de reparació de vehicles;;autotallerrm@hotmail.com;936851730;9-13:30 15-20 DILLUNS A DIVENDRES;REPARACIÓ DE VEHÍCLES DE MOTOR;62;C. Lluís G. Rius 0037   
3895;20110921;Taller de automoción RM;TALLER DE AUTOMOCION R.M. S.L.  ;Taller de reparació de vehicles automòbils;;;936851730;;ALTRES (VENDA I REPARACIÓ DE VEHICLES DE MOTOR, MOTOCICLETES I CICLOMOTOR);61;C. Comerç 0039   
3918;20111229;Taller de fusteria i ebenisteria (Marc Nos Bosch);MARC NOS BOSCH;Taller de fusteria i ebanisteria;;marcnos@hotmail.com;936661530;;FUSTERIA;172;C. Constitució 0006  BX  
2268;20060703;Taller de joieria;JAUME FONT ROBLES;Taller de joies;;jaume68@yahoo.com;936660591;;JOIERIA;95;C. Eugeni d Ors 0005  LC  05  
3916;20111228;Taller de rebosteria ( Ara Galetes );RAQUEL REINA BARTOLL;Taller de rebosteria i fabricació i venda per encàrrec;http://www.aragaletes.com;info@aragaletes.com,raquel.reina@gmail.com;933796449;;INDUSTRIES D ALIMENTACIÓ;13;C. Daoíz i Velarde 0022  LC  01  
3284;20071016;Taller de reparació Gilabert;AUTOS GILABERT 2013, S.C.P.  ;Taller de reparació de vehicles;;;936669751;;ALTRES (VENDA I REPARACIÓ DE VEHICLES DE MOTOR, MOTOCICLETES I CICLOMOTOR);61;C. Verge de les Neus 0003  LC  
2300;20060710;Taller d imatge Pilar Marin (Perruqueria);PILAR MARIN CASTILLO;Perruqueria amb cabines d estètica;www.bodasnavarromarin.com;smiletaller@hotmail.com, info@bodasnavarromarin.com;936856238;;PERRUQUERIES;163;Pg. Comte de Vilardaga 0156  LC  3-1 
3222;20070705;Talleres Alonso;FRANCISCO ALONSO HERNANDO;taller mecànic (mecanització de peces);www.accesoriosinoxalonso.com;info@accesoriosinoxalonso.com;936665602;;CONSTRUCCIÓ DE MAQUINÀRIA I EQUIPS ;44;Ptge. Masor 0031  BX  
2221;20060614;Talleres Mol-Matri;TALLERES MOL-MATRI, S.A.  ;fabricació de peces per a injecció de plàstics;www.molmatri.com;t.molmatri@molmatri.com;936663353;7-14 15 30-19 DILLUNS A DIVENDRES;FABRICACIÓ DE PRODUCTES PLÀSTICS;37;Ra. Salut 0044  BX  
2723;20070518;Talleres Nogueras, SL;TALLERES NOGUERAS, S.L.  ;Taller de mecanització de peces metàl·liques;;tnoguerasssp@gmail.com;936854730;;METAL·LÚRGIA, (llevat de maquinària i equips);43;Ra. Salut    
1798;20060530;Tallers Anguita;JOSE MARIA ANGUITA FUSALBA;TALLER MECÀNIC;;tallersanguita@hotmail.com;936666550;8-20 DILL-DISS;REPARACIÓ DE VEHÍCLES DE MOTOR;62;C. Joan Maragall 0169  LC  01  
2063;19910101;Tallers Colbo (Servei Oficial Ford);TALLERS COLBO, SL  ;Taller de reparació de vehicles automòbils (planxisteria i pintura);www.colbo.org;recepcio@colbo.net;936668164;8-13 15-19 DILLUNS A DIVENDRES;ALTRES (VENDA I REPARACIÓ DE VEHICLES DE MOTOR, MOTOCICLETES I CICLOMOTOR);61;C. Indústria 0006  BX  
2049;19930101;Tallers Galindo (El Plà);TALLERES GALINDO, S.A.  ;Fabricació d utillatjes de neteja;www.talleresgalindo.com;talleres@talleresgalindo.com;936853726;8-13 I 15-19 30;CONSTRUCCIÓ DE MAQUINÀRIA I EQUIPS ;44;C. Indústria 0011  BX  
1458;20030102;Tallers Germans J. Vila;TALLERS GERMANS J. VILA S.C.P.  ;TALLER MECÀNIC;;tallersgermansj.vila@hotmail.com;936661933;DE DILLUNS A DIVENDRES 8-13 15-20;REPARACIÓ DE VEHÍCLES DE MOTOR;62;C. Marquès de Monistrol 0053  BX  
1134;19820401;Tallers Manel (Citroen);MANUEL DELGADO FATSINI;VENDA I TALLER DE COTXES;;santfeliutmanel@gmail.com;936667401;DE 8:30 A 13 I DE 15 A 18:30 DE DILLUNS A DIVENDRES;VENDA DE VEHÍCLES DE MOTOR;58;Av. Montejurra 0008   
1097;19790101;Tallers Ruiz   (Mecànica de l  Automòbil);LUIS RUIZ GARCIA;TALLER MECÀNIC;;tallerlruiz@hotmail.com;936664573;DE 9 A 13:30 I DE 15 A 20 DE DILLUNS A DIVENDRES;REPARACIÓ DE VEHÍCLES DE MOTOR;62;C. Josep Ricart 0010  BX  01  
1133;20020101;Tallers Serauto;ANTONIO SANTOS MOLINA;TALLER DE MECÀNICA DE VEHICLES (NOMÉS REPARACIÓ DE ;;serauto_9@hotmail.com;936662101;DE 8 A 13 I DE 15:30 A 20:00 DE DILLUNS A DIVENDRES;REPARACIÓ DE VEHÍCLES DE MOTOR;62;C. Sant Llorenç 0060  LC  
1364;19830301;Tallers Tojo;DAVID MANUEL DAVILA VARGAS;taller de reparació de vehicles automòbils;;tariro94@gmail.com;936669155;DE 8 A 13 I DE 15:30 A 20:00 DE DILLUNS A DIVENDRES;REPARACIÓ DE VEHÍCLES DE MOTOR;62;Ptge. Ricard Ribas 0007   
1262;19920101;Tallers Victor;JOSE ANTONIO TRIVIÑO VILLAR;Taller de reparació de vehicles automòbils;;jtvjose@gmail.com;936853798;DE 8:30 A 14 I DE 15:30 A 20 DE DILLUNS A DIVENDRES;REPARACIÓ DE VEHÍCLES DE MOTOR;62;C. Falguera 0094   
715;19750101;Tapisseria Àlvarez;TAPICERIA HERMANOS ALVAREZ, SCP  ;taller de tapisseria;;tapiceria-alvarez@hotmail.com;936662356;9-13 30 16-20 DILLUNS-DIVENDRES;TEIXITS I TAPISSERIA;78;Pg. Comte de Vilardaga 0024   
1931;20060502;Taps taverna (abans Bar La Sargantana);CARLOS CAMPOS FERIA;BAR-RESTAURANT Aforament 48 persones;www.tapstaverna.com;;936666532;;RESTAURANTS;109;C. Santiago Rusiñol 0014  BX  01  
1931;20060502;Taps taverna (abans Bar La Sargantana);CARLOS CAMPOS FERIA;BAR-RESTAURANT Aforament 48 persones;www.tapstaverna.com;;936666532;;RESTAURANTS;109;C. Santiago Rusiñol 0014  BX  01  
815;20030101;Tastaolletes;SILVIA PELLICER ORTIZ PELLICER ORTIZ;ROSTISSERIA I PLATS CUINATS;;spellicer@uoc.edu;936668780;DE DIJOUS A DIUMENGE DE 9 A 15:30;MENJARS PREPARATS ;71;Pg. Pins 0019   
1287;19960101;Tècnic Jardí;CARLOS HERNANDEZ ARANDA;JARDINERIA;;tecnicjardi@tecnijardi.com;936854970;DE DILLUNS A DIVENDRES 9-13 16-20, DISSABTE 9-13;AGRICULTURA;1;Ctra. Laureà Miró 0275   
2466;20060908;Técnicas y Reformas (Tross);TECNICAS Y REFORMAS J.B. 2002, SL  ;magatzem d empresa de construcció;;;936855016;;ALTRES (CONSTRUCCIÓ);57;C. Roses 0044   
2207;20060613;Tecnosonic Ultrasonidos;TECNOSONIC ULTRASONICOS  ;Maquinària soldadura plàstics per ultrasons i placa calent. Innovació ús d ultrasons en corte alimentario , soldadura de plástic, textil/plàstic, i plàstic-metall;http://www.tecnosonic.com;cial@tecnosonic.com;936661525;;METAL·LÚRGIA, (llevat de maquinària i equips);43;C. Armenteres 0080   
3635;20090810;Telèfons mòbils i accessoris;NAVEED CHOUDHRY ;Comerç al detall telèfons mòbils i accessoris;;engrusmani_46@yahoo.com;695268951;;TELEFONIA;105;C. Santa Creu 0014  BX  01  
3347;20080121;Telepizza (Pizzeria);SORO PIZZA SL  ;Producció, venda i distribució de pizzes;;;936669611;;MENJARS PREPARATS ;71;Av. Montejurra 0021  LC  01  
3550;20081205;TELYCO (Botiga productes de telefonia);TELEINFORMATICA Y COMUNICACIONES S.A. - TELYCO  ;Botiga productes de telefonia;;san.feliullobregatmontejurra@telefonica.es;913956000;;TELEFONIA;105;Av. Montejurra 0015   
1960;19711101;Tennis Sant Jordi;TENNIS SANT JORDI, S.C.P  ;instal·lacions esportives (pistes de tennis);www.tennissantjordi.com;info@tennissantjordi.com;936661036;8-00 DILLUNS A DISSABTE;ACTIVITATS ESPORTIVES (gimnàs);162;Ctra. Sànson 0085  BX  
740;20060407;Teteria India;TETERIA INDIA SCP  ;Bar-teteria i venda al granel de té Aforament 48 persones;http://teteriaindia.com/;teteriaindia@gmail.com;645171711;10-13:30 17-22 DILLUNS A DIJOUS 17-24 DIVENDRES I DISSABTE 17-22 DIUMENGE;BARS I CAFETERIES;110;C. Jacint Verdaguer 0009  LC  01  
16;20151013;Tienda Comestibles Seijo (ant. J. Seijo Alimentació);MARIA ANTONIA LABRADOR GORDILLO;Comerç al detall de productes d alimentació;;NO EN TENEN;936855203;DE 8 A 14 I DE 17 A 21;FRUITA I VERDURA;68;C. Sagrament 0010  BX  03  
868;19780101;Tintoreria Consell;CONSELL PALAU OBIOLS;TINTORERIA;;NO EN TENEN;936661597;DE 9:30 A 13:30 I DE 17 A 20 DE DILLUNS A DIVENDRES, DISSABTE DE 9:30 A 13:30;BUGADERIES;166;C. Josep M. de Molina 0042  BX  
867;19710101;Tintoreria Marcos;TINTORERIA LAVANDERIA MARCOS, SL.  ;Tintoreria;;tintoreriamarcos@hotmail.es;936662056;DE DILLUNS A DIVENDRES DE 8:30 A 13:30 I DE 16:30 A 20:30, DISSABTES DE 9 A 14;BUGADERIES;166;Ctra. Laureà Miró 0112  BX  
869;19950101;Tintoreria Maria S.L.;TINTORERIA MARIA, S.L  ;Tintoreria, bugaderia, planxat;;tintoreriamaria@gmail.com;936665908;DE DILLUNS A DIVENDRES 09:00-14:00  I 16:30-20:30, DISSABTE  10-14;BUGADERIES;166;C. Santa Creu 0039   
2069;19990908;TIRO Y RETIRO / IMPREMTA SANT JUST;LA IMPREMTA SANT JUST, S.A.  ;ARTS GRÀFIQUES / IMPRESSIÓ EN MÀQUINES OFFSET DE F;;xavi@tiroyretiro.com;933717453;DE DILLUNS A DIVENDRES DE 7 A 19;COPISTERIA;28;C. Agricultura 0017  BX  11  
718;19810101;Toldos Campos S.L.;TOLDOS CAMPOS S.L.  ;VENEN I INSTALAN TOLDOS;;toldoscampos@toldoscampos.e.telefonica.net;936667232;DE 9:30 A 13:30 DE 15:30 A 19:30 DE DILLUNS A DIVENDRES;INDUSTRIES TEXTILS;17;C. Doctor Brugarolas 0014   
472;20060428;Tonos;PILAR CONSOLACION MONCAYO HIDALGO;VENDA DE CONFECCIO DE SENYORA;;NO EN TENEN;936669319;;ROBA;90;Rbla. Marquesa de Castellbell 0048   
1318;19910921;Torrejón;ANTONIO TORREJON GONZALEZ;CONSTRUCCIÓ D ALUMINI, VENTA;;;936853271;DE 8 A 13:30 I DE 15 A 19 DE DILLUNS A DIVENDRES;MATERIAL DE CONSTRUCCIÓ;89;C. Falguera 0041   
2291;19970101;Tot de tot ;YULIN YE ;Comerç al detall de tot tipus d articles a baix preu;;;;DE DILLUNS A DIVENDRES DE 9 A 13:30 I DE 16:30 A 20:30;BASARS;106;C. Rupert Lladó 0007  BX  01  
1191;19970701;Tot en Claus JVL;JAUME VIDAL LANGA;Fabricació de claus;;jaume.vidal.langa2gmail.com;936665900;DE 9 A 13:30 I DE 17 A 20 DE DILLUNS A DIVENDRES;FERRETERIA/COPIA CLAUS/CERRAJERIA;84;Pg. Comte de Vilardaga 0021   
2150;20040701;TOT FORMATGE 2, S.L.;TOT FORMATGE 2, S.L.  ;DISTRIBUIDOR A L ENGRÒS DE PRODUCTES LÀCTICS;www.totformatge.com;totformatge@totformatge.com;936669770;DE DILLUNS A DIJOUS DE 8:30 A 14 I DE 15 A 17:45, DIVENDRES INTENSIU;INDUSTRIES D ALIMENTACIÓ;13;C. Constitució 0060  BX  
228;19940101;Tot Natural (Norestdiet S.L);ESTHER PASTOR OLEART;comerç al detall de productes d herboristeria i dietètica;;totnatural@vodafone.es;936668905;DE DILLUNS A DISSABTE 10-14 16.30-20.30;DIETÈTICA- HERBORISTERIA;73;Rbla. Marquesa de Castellbell 0100 B  BX  02  
3401;20090204;TRANS E.A.M., S.L.;TRANS E.A.M., S.L.  ;Operadora de transports;;emateu@transeam.es;936668131;;TRANSPORTS;112;C. Matilde Bertran i Calopa 0008  BX  02  
2220;19630101;Transportes Casquet S.L.;TRANSPORTES CASQUET, S.L.  ;Transport de mercaderies per carretera;www.transportescasquet.com;casquet@transportescasquet.com;936859910;DE DILLUNS A DIVENDRES DE 8 A 19;TRANSPORTS;112;Ra. Salut 0050  BX  
2454;20040420;Transportes GrupoPérez (Colmenero);TRANSPORTE Y LOGISTICA A. PEREZ COLMENERO SL  ;Transports per carretera internacional i nacional.;www.transportesgrupoperez.com;grupoperez_1@hotmail.com;936667758;DE DILLUNS A DIVENDRES DE 9 A 17:30;TRANSPORTS;112;C. Pla 0164  BX  
2163;19830101;Transportes Sant Feliu;TRANSPORTES SANT FELIU, S.L.  ;Activitats auxiliars al transport de mercaderies;transportessantfeliu.com;info@transportssantfeliu.com;936668050;DE DILLUNS A DIVENDRES DE 8 A 20;TRANSPORTS;112;C. Mataró 0045  BX  
2121;19940901;Treifal;TREIFAL, SAL  ;trefilat de metalls;;treifal@gmail.com;936661066;7-14 15:30-18 DILLUNS A DIVENDRES;METAL·LÚRGIA, (llevat de maquinària i equips);43;C. Treball 0024  BX  
833;20060401;TRES I NO RES;JAPAGUIL, SCP  ;Bar restaurant Aforament 34 persones;;dajaba68@gmail.com;931256560;DE DILLUNS A DISSABTE 5-22;BARS I CAFETERIES;110;C. Santa Creu 0045  BX  04  
473;19970101;Tuareg;SILVIA ALAMO JURADO;BOTIGA DE ROBA DE SENYORA;;alamojurado@gmail.com,trestreintacvs@gmail.com;936665301;DE DILLUNS A DISSABTE 9.30-13.30 17-20.30;ROBA;90;Ctra. Laureà Miró 0222  BX  
