NOMBRE,UBICACION,OBJETO,TITULO,AUTOR,TEMA,MATERIALES,MEDIDAS
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","CROQUIS COMPOSITIVO","PIÑOLE, NICANOR","","LAPIZ CARBON SOBRE PAPEL","43 X 51 CM"
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","RETRATO FEMEMINO","PIÑOLE, NICANOR","","LAPIZ CARBON SOBRE PAPEL","53,5 X 26,4 CM"
"MAQUETA DE LA IGLESIA NUESTRA SEÑORA DE COVADONGA EN ROCES","MUSEO CASA NATAL DE JOVELLANOS","MAQUETA","MAQUETA DE LA IGLESIA NUESTRA SEÑORA DE COVADONGA EN ROCES","CELSO GARCIA GONZALEZ","","MADERA","21,5 X 44,5 X 44,5 CM"
"PLATO","MUSEO CASA NATAL DE JOVELLANOS","PLATO","COPA DE CHAMPAGNE","FABRICA DE VIDRIOS LA INDUSTRIA DE CIFUENTE,POLA Y CIA","","VIDRIO BLANCO","DIAMETRO 33,5 CM"
"GUTIÉRREZ MAYO, JOSÉ: GUÍA COMERCIAL DE ASTURIAS, OVIEDO, LA CANTÁBRICA, 1902. NAVA VALDÉS, ANTONIO: TURISMO-ASTURIAS (GUÍA PARA EL TURISTA) CON UN PLANO GENERAL DE CARRETERAS DE LA PROVINCIA, PLANO DE OVIEDO Y GIJÓN Y CIENTO CUARENTA FOTOGRABADOS, CON U","MPA","GUTIÉRREZ MAYO, JOSÉ: GUÍA COMERCIAL DE ASTURIAS, OVIEDO, LA CANTÁBRICA, 1902. NAVA VALDÉS, ANTONIO: TURISMO-ASTURIAS (GUÍA PARA EL TURISTA) CON UN PLANO GENERAL DE CARRETERAS DE LA PROVINCIA, PLANO DE OVIEDO Y GIJÓN Y CIENTO CUARENTA FOTOGRABADOS, CON UN","","","COMERCIO-FERROCARRIL-TURISMO-MUSICA","PAPEL",""
"DFOTOGRAFÍA,  POSITIVO SOBRE PAPEL EN B/N. VISTA DE LA PLAZUELA DE LA CATEDRAL DE OVIEDO. AUTOR: FAUSTINO PARDO RODRÍGUEZ. OVIEDO, MARZO DE 1930.  16 × 21,7 CM Y  FOTOGRAFÍA,  POSITIVO SOBRE PAPEL EN B/N.  VISTA DE UNA LOCOMOTORA Y VAGONES ATRAVESANDO EL","MPA","FOTOGRAFÍA,  POSITIVO SOBRE PAPEL EN B/N. VISTA DE LA PLAZUELA DE LA CATEDRAL DE OVIEDOFAUSTINO PARDO RODRÍGUEZ.1930.  FOTOGRAFÍA, VISTA DE UNA LOCOMOTORA Y VAGONES EN EL PUENTE DE LOS FIERROS. POLA DE LENA.  H. 1930.","","","FERROCARRIL-RELIGIOSIDAD","PAPEL",""
"JARRÓN PEQUEÑO DE OPALINA BLANCA CON DECORACIÓN PINTADA BOCA RIZADO DE LA FABRICA DE VIDRIOS LA INDUSTRIA DE GIJON, 15 X DIAM. BASE 6 CM.","MJ","JARRÓN PEQUEÑO DE OPALINA BLANCA CON DECORACIÓN PINTADA BOCA RIZADO DE LA FABRICA DE VIDRIOS LA INDUSTRIA DE GIJON, 15 X DIAM. BASE 6 CM.","","FABRICA DE VIDRIOS LA INDUSTRIA, DE GIJON","EQUIPAMIENTO DOMESTICO-SERVICIO DE MESA","OPALINA","15 X DIAM. BASE 6 CM."
"DIBUJO DE NICANOR PIÑOLE - APUNTE","MUSEO NICANOR PIÑOLE","APUNTE","FIGURAS Y GATOS","NICANOR PIÑOLE","","LAPIZ CARBON SOBRE PAPEL REUTILIZADO","13,9 X 19,8 CM"
"DIBUJO DE NICANOR PIÑOLE - APUNTE","MUSEO NICANOR PIÑOLE","APUNTE","FIGURAS","NICANOR PIÑOLE","","LAPIZ Y PLUMILLA SOBRE PAPEL REUTILIZADO","13,3 X 19,8 CM"
"DIBUJO DE NICANOR PIÑOLE - APUNTE","MUSEO NICANOR PIÑOLE","APUNTE","PAREJA Y CABEZAS DE MUJER","NICANOR PIÑOLE","","LAPIZ  SOBRE PAPEL REUTILIZADO","21,4 X 11,9 CM"
"DIBUJO DE NICANOR PIÑOLE - APUNTE","MUSEO NICANOR PIÑOLE","APUNTE","ESTUDIO DE FIGURAS","NICANOR PIÑOLE","","PLUMILLA SOBRE PAPEL REUTILIZADO","13,3 X 19,9 CM"
"DIBUJO DE NICANOR PIÑOLE - APUNTE","MUSEO NICANOR PIÑOLE","APUNTE","FIGURA FEMENINA Y APUNTE","NICANOR PIÑOLE","","PLUMILLA Y LAPIZ CARBON SOBRE PAPEL REUTILIZADO","13,3 X 19,9 CM"
"DIBUJO DE NICANOR PIÑOLE - APUNTE","MUSEO NICANOR PIÑOLE","APUNTE","ESTUDIO DE FIGURAS","NICANOR PIÑOLE","","LAPIZ CARBON SOBRE PAPEL REUTILIZADO","12,9 X 16,7 CM"
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","RETRATOS FIGURAS","PIÑOLE, NICANOR","","LAPIZ CARBON SOBRE PAPEL","11,8 X 19 CM"
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","RETRATO MASCULINO","PIÑOLE, NICANOR","","LAPIZ COLOR MARRON SOBRE PAPEL","13,5 X 9,5 CM"
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","RETRATO MASCULINO","PIÑOLE, NICANOR","","LAPIZ CARBON SOBRE PAPEL","12 X 10,1 CM"
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","FIGURAS","PIÑOLE, NICANOR","","LAPIZ CARBON  Y GRAFITO SOBRE PAPEL REUTILIZADO","10 X 22 CM"
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","FIGURAS","PIÑOLE, NICANOR","","TINTA NEGRA, AGUADA Y LAPIZ GRAFITO SOBRE PAPEL REUTILIZADO","14,3 X 21,4 CM"
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","FIGURA DE NIÑA","PIÑOLE, NICANOR","","LAPIZ CARBON Y GRAFITO SOBRE PAPEL REUTILIZADO","21,3 X 26,9 CM"
"UNES MESORIES DE RECOGER ESCANDA DECORADAS PROFUSAMENTE  Y UN FUSO PARA HILAR PROCEDENTES DE CESA (PARROQUIA DE CUELLA, CONCEJO DE NAVA)","MPA","UNES MESORIES DE RECOGER ESCANDA DECORADAS PROFUSAMENTE  Y UN FUSO PARA HILAR PROCEDENTES DE CESA (PARROQUIA DE CUELLA, CONCEJO DE NAVA)","","","HERRAMIENTAS Y EQUIPOS-INDUSTRIA TEXTIL-LINO-LANA","MADERA",""
"JARRON DE VIDRIO VERDE","MUSEO CASA NATAL DE JOVELLANOS","JARRON","JARRON","FABRICA DE VIDRIOS LA INDUSTRIA","","VIDRIO Y CRISTAL","35,2 X 13,9 CM"
"JARRON DE VIDRIO VERDE","MUSEO CASA NATAL DE JOVELLANOS","JARRON","JARRON","FABRICA DE VIDRIOS LA INDUSTRIA","","VIDRIO Y CRISTAL","35,2 X 13,9 CM"
"OBRA GRAFICA DE JOAQUIN RUBIO CAMIN","MUSEO CASA NATAL DE JOVELLANOS","OBRA GRAFICA","PAISAJE NEVADO","JOAQUIN RUBIO CAMIN","","AGUAFUERTE SOBRE PAPEL ARCHES","73,5 X 93,3"
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","RETRATO INFANTIL Mª JESUS","NICANOR PIÑOLE","","LAPIZ CARBÓN SOBRE PAPEL REUTILIZADO","13,2 X 10,2 CM"
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","RETRATO DE MUJER","PIÑOLE, NICANOR","","ACUARELA, PASTEL Y LAPIZ SOBRE PAPEL","26,6 X 34,1 CM"
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","PAREJA LEYENDO","PIÑOLE, NICANOR","","LAPIZ CARBON SOBRE PAPEL","18,4 X 29,3 CM"
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","ALEGORIA DE LA GUERRA","PIÑOLE, NICANOR","","LAPIZ CARBON Y GRAFITO SOBRE PAPEL","18,4 X 31,7 CM"
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","SU PRIMO LEYENDO","PIÑOLE, NICANOR","","LAPIZ CARBON SOBRE PAPEL","14,1 X 18,1 CM"
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","CARACOL","PIÑOLE, NICANOR","","LAPIZ CARBON SOBRE PAPEL","1,8 X 2,7 CM"
"MEDALLA PRIMER CENTENTARIO DE LA IGLESIA DE SAN LORENZO","MUSEO CASA NATAL DE JOVELLANOS","MEDALLA","MEDALLA PRIMER CENTENARIO DE LA IGLESIA DE SAN LORENZO","JUAN ZARATIEGUI DEL AGUA","","BRONCE","D10CM"
"MEDALLA LABORAL CIUDAD DE LA CULTURA","MUSEO CASA NATAL DE JOVELLANOS","MEDALLA","MEDALLA LABORAL CIUDAD DE LA CULTURA","JUAN ZARATIEGUI DEL AGUA","","BRONCE","D 9,5CM"
"COLECCIÓN DE335  PUBLICACIONES, DOCUMENTOS, FOTOGRAFÍAS, ETC., RELACIONADAS CON EL MOVIMIENTO DE LOS EXPLORADORES O BOY SCOUTS DE GIJÓN FORMADO POR  15 REVISTAS: 26 DOCUMENTOS,  248 FOTOGRAFÍAS ENTRE 1923 Y 1970 7 PIEZAS Y 39 LIBROS:   -","MPA","COLECCIÓN DE335  PUBLICACIONES, DOCUMENTOS, FOTOGRAFÍAS, ETC., RELACIONADAS CON EL MOVIMIENTO DE LOS EXPLORADORES O BOY SCOUTS DE GIJÓN FORMADO POR  15 REVISTAS: 26 DOCUMENTOS,  248 FOTOGRAFÍAS ENTRE 1923 Y 1970 7 PIEZAS Y 39 LIBROS:   -","","","BOYS SCOUTS- GIJON-","PAPEL, METAL, SEDA,",""
"23 TARJETAS POSTALES EN COLOR, DE DISTINTOS LUGARES DE ASTURIAS, EN TORNO A LOS AÑOS  60 DEL S. XX,  DE 10,5 X 15 CM","MPA","23 TARJETAS POSTALES EN COLOR, DE DISTINTOS LUGARES DE ASTURIAS, EN TORNO A LOS AÑOS  60 DEL S. XX,  DE 10,5 X 15 CM","","","PUBLICIDAD-FIESTAS-DEPORTES- ASTURIAS-RELIGION-ROMERIAS-VAQUEIROS-","PAPEL",""
"CUARENTA Y SEIS CROMOS DE ANIMALES DE PUBLICIDAD DE CHOCOLATES MAYIN (POLA DE LAVIANA)","MPA","CUARENTA Y SEIS CROMOS DE ANIMALES DE PUBLICIDAD DE CHOCOLATES MAYIN (POLA DE LAVIANA)","","","PUBLICIDAD-CHOCOLATES","PAPEL",""
"FOLLETO TURISTICO VERANO EN GIJÓN 1965","BIBLIOTECA","FOLLETO","FOLLETO TURÍSTICO VERANO EN GIJÓN 1965","","TURISMO","",""
"LIBRO DE LICENCIAS DE CELEBRAR Y CONFESAR PARA EL PRESBÍTERO DE VILLAZÓN (SALAS), 1835. TIPOS ESPAÑOLES, GALLEGOS Y ASTURIANOS. ROMANCE A LA BATALLA DE COVADONGA. LA BATALLA DE COVADONGA Y MÚSICA DE LA DANZA PRIMA. PLIEGO “CAMINO DE MIERES”. PROGRAMA DE","MPA","NUEVE LIBROS DE TEATRO, MUSICA, ROMANCES, ETC","","","RELIGIOSIDAD, MUSICA-TEATRO","PAPEL",""
"CUATRO LIBROS MANUSCRITOS QUE PERTENECIERON AL ARCHIVO DE LA REAL CONGREGACIÓN DE NUESTRA SEÑORA DE COVADONGA DE NATURALES DEL PRINCIPADO DE ASTURIAS EN MADRID, QUE SE FUNDÓ EN 1742","MPA","CUATRO LIBROS MANUSCRITOS QUE PERTENECIERON AL ARCHIVO DE LA REAL CONGREGACIÓN DE NUESTRA SEÑORA DE COVADONGA DE NATURALES DEL PRINCIPADO DE ASTURIAS EN MADRID, QUE SE FUNDÓ EN 1742","","","RELIGIOSIDAD-EMIGRACION-COVADONGA","PAPEL",""
"TRES PICAPORTES DE PORTONES DE HIERRO FORJADO DE FINALES DEL SIGLO XIX Y PRINCIPIOS DEL SIGLO XX, UNA DE ELLAS LLEVA INCISA LA FECHA  “1916”, PROCEDENTES DEL OCCIDENTE DE ASTURIAS Y UN CONJUNTO DE HERRAJES DE FORJA  DE PORTONES  COMO BISAGRAS","MPA","TRES PICAPORTES DE PORTONES DE HIERRO FORJADO DE FINALES DEL SIGLO XIX Y PRINCIPIOS DEL SIGLO XX, UNA DE ELLAS LLEVA INCISA LA FECHA  “1916”, PROCEDENTES DEL OCCIDENTE DE ASTURIAS Y UN CONJUNTO DE HERRAJES DE FORJA  DE PORTONES  COMO BISAGRAS","","","ESTRUCTURA DE EDIFICOS-FORJA","HIERRO FORJADO",""
"ARCHIVO FOTOGRÁFICO DEL ARQUITECTO D. JULIO GALÁN GÓMEZ, DE OVIEDO, FORMADO POR OCHO ÁLBUMES CON UN TOTAL DE 1.681 POSITIVOS Y SUS CORRESPONDIENTES NEGATIVOS Y UN REPORTAJE FOTOGRÁFICO DE EDIFICIOS DE DIFERENTES CAJAS DE AHORROS.","MPA","ARCHIVO FOTOGRÁFICO DEL ARQUITECTO D. JULIO GALÁN GÓMEZ, DE OVIEDO, FORMADO POR OCHO ÁLBUMES CON UN TOTAL DE 1.681 POSITIVOS Y SUS CORRESPONDIENTES NEGATIVOS Y UN REPORTAJE FOTOGRÁFICO DE EDIFICIOS DE DIFERENTES CAJAS DE AHORROS.","","","ARQUITECTURA","ACETATO, PAPEL, CARTON,PLASTICO",""
"ESCULTURA DE ISABEL LA CATOLICA A CABALLO","MUSEO CASA NATAL DE JOVELLANOS","ESCULTURA","ISABEL LA CATOLICA A CABALLO","MARINO AMAYA","","TERRACOTA","47 X 20 X 36,5 CM"
"ESCULTURA DE ANCIANA","MUSEO CASA NATAL DE JOVELLANOS","ESCULTURA","ANCIANA","MARINO AMAYA","","YESO","95 X 32 X 26,5 CM"
"LA CARTA","MUSEO CASA NATAL DE JOVELLANOS","ESCULTURA","LA CARTA","MARINO AMAYA","","YESO","57,5 X 18,6 X 18 CM"
"TRES  SOMBREROS DE CLOCHÉ DE LOS AÑOS VEINTE, UN PAR DE GUANTES DE SEÑORA, UN PAÑUELO DE SEDA ESTAMPADO, TRES BANDERINES DE FIELTRO Y 6 BANDERINES DE TELA Y PLÁSTICO, H. 1950-1960, UNA POLVERA, UNA CAJITA METÁLICA  Y UN PORTA DOCUMENTOS","MPA","TRES  SOMBREROS DE CLOCHÉ DE LOS AÑOS VEINTE, UN PAR DE GUANTES DE SEÑORA, UN PAÑUELO DE SEDA ESTAMPADO, TRES BANDERINES DE FIELTRO Y 6 BANDERINES DE TELA Y PLÁSTICO, H. 1950-1960, UNA POLVERA, UNA CAJITA METÁLICA  Y UN PORTA DOCUMENTOS","","","INDUMENTARIA-ASEO E HIGIENE-PUBLICIDAD","SEDA, FIELTRO, PAJA, PLASTICO, METAL, CUERO",""
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","RETRATO MASCULINO","NICANOR PIÑOLE","","LAPIZ CARBÓN SOBRE PAPEL REUTILIZADO","12,6 X 9,2 CM"
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","RETRATO DE ENRIQUETA CEÑAL","NICANOR PIÑOLE","","LAPIZ CARBÓN SOBRE PAPEL REUTILIZADO","16,8 X 12,4 CM"
"PINTURA "SIN TITULO" 1956, DE ANTONIO SUAREZ","MUSEO CASA NATAL DE JOVELLANOS","PINTURA","SIN TITULO","ANTONIO SUAREZ","","OLEO SOBRE LIENZO","65 X 54 CM"
"BEBEDERO DE PITES DE PIEDRA CALIZA, DE 15 CM DE ALTURA Y 34 CM DE DIÁMETRO, DE FORMA CIRCULAR , QUE PROCEDE DEL MOLÍN DE LA TARABICA, EN POSADA (LLANERA)","MPA","BEBEDERO DE PITES DE PIEDRA CALIZA, DE 15 CM DE ALTURA Y 34 CM DE DIÁMETRO, DE FORMA CIRCULAR , QUE PROCEDE DEL MOLÍN DE LA TARABICA, EN POSADA (LLANERA)","","","EQUIPAMIENTO DOMESTICO,","PIEDRA CALIZA",""
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","RETRATO MASCULINO","PIÑOLE, NICANOR","","LAPIZ CARBON SOBRE PAPEL","12,3 X 9,1 CM"
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","RETRATO DE MANUEL ANTONIO Y JOSE MANUEL","PIÑOLE, NICANOR","","LAPIZ CARBON SOBRE PAPEL","10,6 X 11,1 CM"
"CARPETA DE OBRA GRAFICA VARIOS AUTORES","MUSEO CASA NATAL DE JOVELLANOS","OBRA GRAFICA","JOVENES ARTISTAS ASTURIANOS PROCOIN","VARIOS AUTORES","","SERIGRAFIA SOBRE PAPEL","40 X 40 CM"
"MEMORIAS MINES ET FONDERIES DE SANTANDER ET QUIRÓS 1859-1885","BIBLIOTECA","MEMORIAS","MEMORIAS MINES ET FONDERIES DE SANTANDER ET QUIRÓS 1859-1885","","SIDERURGIA","",""
"LOTE DE 12 NEGATIVOS EN CRSITAL D ELOCOMOTORAS DE MZA","FOTOTECA","NEGATIVOS CRISTAL","LOTE DE 12 NEGATIVOS EN CRISTAL DE LOCOMOTORAS DE MZA","MZA","LOCOMOTORAS MZA","",""
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","RETRATO FEMENINO. NIEVES PIÑOLE MARTINEZ","PIÑOLE, NICANOR","","PASTEL SOBRE PAPEL","46 X 36,6 CM"
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","RETRATO FEMENINO.","PIÑOLE, NICANOR","","PASTEL, SANGUINA Y CARBON SOBRE PAPEL","46 X 33,5 CM"
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","RETRATO FEMENINO.","PIÑOLE, NICANOR","","PASTEL SOBRE PAPEL","45,2 X 32,7 CM"
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","RETRATO FEMENINO.","PIÑOLE, NICANOR","","LAPIZ CARBON SOBRE PAPEL","46,2 X 35,6 CM"
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","RETRATO FEMENINO.","PIÑOLE, NICANOR","","LAPIZ CARBON SOBRE PAPEL","53,5 X 43,4 CM"
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","RETRATO FEMENINO.","PIÑOLE, NICANOR","","LAPIZ CARBON SOBRE PAPEL","53 X 43,4 CM"
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","RETRATO FEMENINO.","PIÑOLE, NICANOR","","LAPIZ CARBON SOBRE PAPEL","53 X 43 CM"
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","RETRATO FEMENINO.","PIÑOLE, NICANOR","","LAPIZ CARBON SOBRE PAPEL","53 X 43,5 CM"
"Dibujo de Melquiades Alvarez "Figuras de los parques"","Museo Casa Natal de Jovellanos","Dibujo","Figuras de los parques","Melquiades Alvarez","","Carbón y pastel sobre papel","60 x 70 cm"
"COLECCIÓN DE 79 DOCUMENTOS DE LA FAMILIA DE CÁNDIDO MURIEL (LA FELGUERA), 1937-1961: ALGUNOS DOCUMENTOS RELACIONADOS CON LA GUERRA CIVIL  Y SOBRE LA CONMUTACIÓN DE LA PENA DE MUERTE POR VEINTE AÑOS DE CONDENA DE CÁNDIDO MURIEL,","MPA","COLECCIÓN DE 79 DOCUMENTOS DE LA FAMILIA DE CÁNDIDO MURIEL (LA FELGUERA), 1937-1961: ALGUNOS DOCUMENTOS RELACIONADOS CON LA GUERRA CIVIL  Y SOBRE LA CONMUTACIÓN DE LA PENA DE MUERTE POR VEINTE AÑOS DE CONDENA DE CÁNDIDO MURIEL,","","","CORRESPONDENCIAS-EDUCACION-RELIGION-GUERRA CIVIL","PAPEL",""
"CARPETA DE GRABADOS DE LA COLECCIONPOEMAS Y GRABADOS DE LA EDITORIAL PATA NEGRA","MUSEO CASA NATAL DE JOVELLANOS","LIBRO DE GRABADOS","ASTILLAS DE LA MEMORIA. CARARPETA Nº 11. EJEMPLAR 3/5","CEFERINO MONTAÑES","","GRABADO","21 X 21"
"DIBUJO DE NICANOR PIÑOLE - APUNTE","MUSEO NICANOR PIÑOLE","DIBUJO PREPARATORIO","RETRATO DE BALTASAR DEL TORAL","NICANOR PIÑOLE","","SANGUINA CLARION  SOBRE PAPEL VERJURADO","37,7  X 23,5 CM"
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","SIN TITULO","PIÑOLE, NICANOR","","XILOGRAFIA Y LAPIZ","18,4 X 15,7 CM"
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","SIN TITULO","PIÑOLE, NICANOR","","LAPIZ PLOMO SOBRE PAPEL","25,1 X 14 CM"
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","ESCUCHANDO UN PARTE DE GUERRA","PIÑOLE, NICANOR","","LAPIZ CARBON Y GRAFITO SOBRE PAPEL","21 X 23 CM"
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","ESCUCHANDO LA RADIO","PIÑOLE, NICANOR","","LAPIZ CARBON SOBRE PAPEL","21 X 23 CM"
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","DIBUJO SATIRICO","PIÑOLE, NICANOR","","LAPIZ GRAFITO SOBRE PAPEL","18,4 X 31,5 CM"
"FUENTE DE LOZA BLANCA DE LA  FABRICA DE LOZA LA ASTURIANA, 4 X 41,6 X 30","MJ","JOVELLANOS, G.M, OBRAS COMPLETAS, 8 TOMOS, BARCELONA, ANTICUARIA, 1865","","JOVELLANOS, G.M,","JOVELLANOS","PAPEL",""
"VASO DE SIDRA","MUSEO CASA NATAL DE JOVELLANOS","VASO","VASO DE SIDRA","REYES DIAZ","","VIDRIO BLANCO","12 X D.18,7 CM"
"FUENTE DE LOZA BLANCA DE LA  FABRICA DE LOZA LA ASTURIANA, 4 X 41,6 X 30","MJ","FUENTE DE LOZA BLANCA DE LA  FABRICA DE LOZA LA ASTURIANA, 4 X 41,6 X 30","","FABRICA DE LOZA LA ASTURIANA, GIJON","EQUIPAMIENTO DOMESTICO-SERVICIO DE MESA","LOZA","4 X 41,6 X 30"
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","ESCENA CALLEJERA","PIÑOLE, NICANOR","","PASTEL SOBRE PAPEL","31,4 X 22 CM"
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","ESCUDO","PIÑOLE, NICANOR","","CERAS SOBRE PAPEL","31,4 X 22 CM"
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","AUTORRETRATO","PIÑOLE, NICANOR","","CERAS SOBRE PAPEL","33,7 X 22,4 CM"
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","DISEÑO ESCENOGRAFICO","PIÑOLE, NICANOR","","LAPIZ CARBON SOBRE PAPEL","26,5 X 32,8 CM"
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","RETRATO MASCULINO","PIÑOLE, NICANOR","","LAPIZ CARBON SOBRE PAPEL","31,4 X 18,3 CM"
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","RETRATOS","PIÑOLE, NICANOR","","TINTA SOBRE PAPEL","10,5 X 31,2 CM"
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","PAYASO","PIÑOLE, NICANOR","","LAPIZ SOBRE PAPEL","21,6 X 32 CM"
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","CABALLO CON CARRO","PIÑOLE, NICANOR","","ACUARELA SOBRE PAPEL","18,2 X 31,5 CM"
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","PAISAJE MONTAÑOSO CON HORREO","PIÑOLE, NICANOR","","LAPIZ CARBON SOBRE PAPEL","23,6 X 34,5 CM"
"FOTOGRAFIA DE LA CASA DE LA FAMLIA COVIAN CON LA IGLESIA EN CONSTRUCCION AL FONDO, H. 1895","MPA","FOTOGRAFIA DE LA CASA DE LA FAMLIA COVIAN CON LA IGLESIA EN CONSTRUCCION AL FONDO, H. 1895","","","RELIGIOSIDAD/ARQUITECTURA(COLUNGA)","PAPEL",""
"36 FOTOGRAFÍAS EN PAPEL B/N DE PROCESIONES, RETRATOS, FIESTAS, FÚTBOL, COMUNIONES, ETC. DEL BARRIO DE LA TENDERINA, OVIEDO, 1950-1960.","MPA","36 FOTOGRAFÍAS EN PAPEL B/N DE PROCESIONES, RETRATOS, FIESTAS, FÚTBOL, COMUNIONES, ETC. DEL BARRIO DE LA TENDERINA, OVIEDO, 1950-1960.","","","FIESTAS-DEPORTES-CELEBRACIONES- CONSTRUCCION- RELIGION","PAPEL",""
"DIBUJO DE NICANOR PIÑOLE - APUNTE","MUSEO NICANOR PIÑOLE","APUNTE","PAISAJE Y FIGURA","NICANOR PIÑOLE","","LAPIZ CARBON SOBRE PAPEL REUTILIZADO","12 X 21,5 CM"
"DIBUJO DE NICANOR PIÑOLE - APUNTE","MUSEO NICANOR PIÑOLE","APUNTE","FIGURAS FEMENINAS","NICANOR PIÑOLE","","PLUMILLA SOBRE PAPEL REUTILIZADO","8,9  X 21,5 CM"
"DIBUJO DE NICANOR PIÑOLE - APUNTE","MUSEO NICANOR PIÑOLE","APUNTE","PAREJA","NICANOR PIÑOLE","","LAPIZ CARBON SOBRE PAPEL REUTILIZADO","21,5  X 12 CM"
"DIBUJO DE NICANOR PIÑOLE - APUNTE","MUSEO NICANOR PIÑOLE","APUNTE","FIGURAS","NICANOR PIÑOLE","","PLUMILLA SOBRE PAPEL REUTILIZADO","9,9  X 22 CM"
"DIBUJO DE NICANOR PIÑOLE - APUNTE","MUSEO NICANOR PIÑOLE","APUNTE","ESTUDIO DE FIGURAS","NICANOR PIÑOLE","","PLUMILLA TINTA AZUL Y LAPIZ SOBRE PAPEL REUTILIZADO","18,1  X 10,8 CM"
"DIBUJO DE NICANOR PIÑOLE - APUNTE","MUSEO NICANOR PIÑOLE","APUNTE","ESTUDIO DE FIGURAS","NICANOR PIÑOLE","","TINTA AZUL SOBRE PAPEL REUTILIZADO","11,9  X 21,6 CM"
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","RETRATO DE JOSE RAMON LUEJE","NICANOR PIÑOLE","","LAPIZ CARBON SOBRE PAPEL REUTILIZADO","27,2 X 20,1 CM"
